pid,partyUuid,partyId,userId,lastName,name
58913700315,c8be052e-b3ff-4adf-a339-e92cba6c89e1,51018796,20920885,DUBLETT,OPPBLÅST DUBLETT
24829174665,ec216d4f-e83a-4a1f-b15e-8dccfbe9a1f9,50166263,21079861,JEANS,VENSTRE JEANS
60858801322,c50bcf3a-0de3-4b14-bdbf-e1391eeb7ae6,51051714,20904186,SAMBOER,EMPIRISK SAMBOER
21821498047,23e31a76-02f0-4fda-a7af-39c4c9651e33,50564773,20181365,SVALE,TØRR SVALE
15862049745,9f3a64f6-d9d7-4767-b4e3-a46be724cbf3,50317051,20734780,KOMMUNE,KLAM KOMMUNE
12919599136,9cc7ef42-037c-4263-9409-3e1e57e97eef,50201272,20723770,LOGARITME,SVIMMEL LOGARITME
17896599976,4ca0c390-e4a3-4f31-8c8b-fed4052424cf,50718882,20363495,SØNNAVIND,MORSK SØNNAVIND
17818999976,6c63db7a-2cf3-445d-b426-fc089f2b7c42,50828355,20506663,BAKHJULSDRIFT,MINIMALISTISK BAKHJULSDRIFT
08879498296,55c2b525-e63d-4fd5-9b52-1585873d3ef2,50844661,20404716,HANDEL,UNDERLIG HANDEL
13887296949,cb54c2d8-d0d3-45ec-b2ac-23fea09fdaad,50756896,20932561,FIRMA,SKAMFULL FIRMA
11878374640,82e7e453-9923-4d74-855f-109b1df0fd06,51154946,20705763,PAPPA,UROMANTISK PAPPA
17928595919,a47f336e-298d-4389-a3d4-b1cb0e5533c0,1000017192,1000017192,KAKE,BARMHJERTIG KAKE
30862549291,68474470-d6b1-4902-b7b2-6d3283d5117c,50592869,20488096,NETTHINNE,IMPULSIV NETTHINNE
06862849599,db1689ab-feab-4388-adcf-4a61e4fe1a3e,50477063,21003504,GJENSTAND,SMART GJENSTAND
16846998229,177679d3-5aa0-42e6-8328-26a5ed996cad,50590225,20125608,TREGRENSE,FIKTIV TREGRENSE
30926996475,1443f631-c588-48a1-a076-13ff2f9bd8bb,50087873,20111184,PAPPA,SLAPP PAPPA
17905399853,48cc38ba-ea0f-4cba-8301-b60b89c43d84,50507637,20346466,ARTIKKEL,SØT ARTIKKEL
06918498107,c3ec9e57-5b16-4883-8505-61a8ed00153d,50834426,20899183,ANSIKTSKREM,OPPLAGT ANSIKTSKREM
01870198740,4f37ab97-430a-4171-8415-53fc9e851eba,50757829,20375247,KRYDDER,NYSGJERRIG KRYDDER
16865298416,fc2783c8-144b-4931-ab75-4f958b353d26,50685466,21151660,KVINNE,NYBAKT KVINNE
