pid,partyUuid,partyId,userId,orgUuid,orgNo,orgPartyId,orgName,clientUuid,agentUuid,roleCode,resource
14847399148,7f728dee-74ce-46af-b62d-f482382f4a7c,50161539,20615204,102646cb-54fc-4a47-b745-ae2c7b7ac4b1,312839458,51590465,AKSEPTABEL BERIKENDE TIGER AS,,,,tilgangspakke_delegering_ressurs
04818299880,f9f4a338-59a6-45bd-8bec-478dd469287a,50320190,21193698,3da8bd44-ae6d-49ee-a79e-f62569a603d7,310072850,51317358,LENGRE LEDENDE TIGER AS,,,,tilgangspakke_delegering_ressurs
11837194727,ece720e1-f2b1-4a94-a5f6-75af0e2fd0f3,50696795,21132348,087b2dac-a1bc-4a33-b44b-d01462e58deb,313958817,51433224,FINTFØLENDE SNAKKESALIG TIGER AS,,,,tilgangspakke_delegering_ressurs
17867197192,6b39b68f-57f2-457b-b997-6b1b422c9424,50321739,20519710,5264bb0a-ad77-487e-9c22-67c08c76aefc,314154754,51448545,UNDERFUNDIG STOR KATT MÅLSETTING,,,,tilgangspakke_delegering_ressurs
01884199375,d36b0389-937c-41f2-a14f-6eb13df237f2,50190036,21012535,492db42b-643c-4f7d-aeee-1c53d6fb3390,212597392,51268733,MOTVILLIG KUNST KATT DOKTOR,,,,tilgangspakke_delegering_ressurs
24815699307,f74fdaf0-0a03-4673-92e0-0f6fc48228e2,50972418,21181356,e9df0c5c-6d8c-4eaf-af77-c99dcbf4cc3b,312440644,51562652,SANNSYNLIG HÅNDLAGET TIGER AS,,,,tilgangspakke_delegering_ressurs
13867396122,f4050653-aeab-41dd-bc6e-91f9b818bf3b,50767114,21165756,e4acc6c9-2f3c-45bf-b86b-fa894e9fcd67,312460688,51285570,KONKURRANSEDYKTIG MARITIM KATT PAPEGØYE,,,,tilgangspakke_delegering_ressurs
31905797177,c2b9bf9b-f9df-4232-ae51-6057b6f6d94c,50619943,20933165,b1f08958-4586-4b5a-9302-65b6dc643b01,312672359,51578819,SPENNENDE EMPIRISK TIGER AS,,,,tilgangspakke_delegering_ressurs
13909598553,71689f60-9898-4bcf-bc0f-82dcc87b84a1,50319975,20548719,95886755-8281-4536-b519-1b024577300a,312749769,51584222,NY GRETTEN TIGER AS,,,,tilgangspakke_delegering_ressurs
02865097592,5d658d79-9210-43fa-b138-a1aad21a927a,50141348,20454463,e866bff0-2a49-4d9e-9c05-a6145a5cc265,310630799,51367068,SMISKENDE HEVNGJERRIG MINK ANS,,,,tilgangspakke_delegering_ressurs
07846998882,bad02be3-bce0-46dd-a350-e4f7e2f35b03,50952825,20895795,8af4fb20-f90f-42ce-afce-4797dd241ce5,310184802,51327438,EKSAKT ORIGINAL TIGER AS,,,,tilgangspakke_delegering_ressurs
30835099144,55d6d855-e883-4b64-9bad-25877d1f2d41,50937281,20418847,27239c0c-081a-48cf-8103-a9b2024c1006,313043908,51604912,GLOVARM VÅKEN KATT FERIE,,,,tilgangspakke_delegering_ressurs
14919398893,14e1ebaa-c83d-442d-88ef-849afb6d46ba,50759213,20112131,67131b05-ed21-486a-af0f-d3c299b80c48,312290154,51545738,PÅPASSELIG MOMENTAN TIGER AS,,,,tilgangspakke_delegering_ressurs
14873349353,a0008743-cde6-4f84-a78a-e66f8229217b,50198324,20768807,d28473b8-4414-44db-ab92-d34cb63d445b,312928531,51596658,POMPØS OPPRETTHOLDENDE KATT SPESIALIST,,,,tilgangspakke_delegering_ressurs
18915297346,56230082-87e1-4f6b-97ba-467156b659ae,50785111,20420265,dc60ffd9-27c5-46b6-bdfe-0085a5b422f3,314140990,51680799,ELEGANT USANNFERDIG TIGER AS,,,,tilgangspakke_delegering_ressurs
12925397928,62955c98-d745-45e1-8cfa-ec31c143614e,50624560,20470828,e7229f23-583b-48c7-adf7-48cc5a0697c2,311155814,51413370,SPESIFIKK AKSELERERENDE TIGER AS,,,,tilgangspakke_delegering_ressurs
31817197321,3f7a5e29-8179-4cc0-bd85-8e407258cc35,50830162,20313384,fcd91d79-33dd-45d7-a596-a986e9d323bf,310806358,51382529,USIKKER NORMAL SKILPADDE A/L,,,,tilgangspakke_delegering_ressurs
04867199387,62282c52-12a7-4fda-8e34-ea609ed3b445,51150191,20468833,3ef15641-7213-4962-9b49-31bae475a8b5,310755109,51378022,OMKOMMEN SORGLØS TIGER AS,,,,tilgangspakke_delegering_ressurs
14837196230,c202f79b-cbcd-4ab5-843e-b20dd575fc4d,50785785,20929731,c908385a-b75b-4dac-b787-6e47b7e68d5f,311754920,51489032,TILFELDIG ØKOLOGISK TIGER AS,,,,tilgangspakke_delegering_ressurs
17875198505,b2830ed7-8967-49d7-9192-fb5144a141c5,51198422,20856234,b4a2fb3a-c485-46ca-a828-5d067762a47f,210244042,51238236,FANTASILØS VAKKER TIGER AS,,,,tilgangspakke_delegering_ressurs
