pid,partyUuid,partyId,userId,orgUuid,orgNo,orgPartyId,orgName,clientUuid,agentUuid,roleCode,resource
14847399148,79b3c1fa-dd50-48bf-8b46-cf7925171c56,50595272,1994218,cd5b592e-2fde-477c-9c97-4c625fdc8541,312839458,51803997,AKSEPTABEL BERIKENDE TIGER AS,,fcf2a00e-209a-438a-ae25-8ae1325dbbb4,,tilgangspakke_delegering_ressurs
04818299880,e59a027a-0cec-4b9f-863e-2ec7b0ed765f,50756483,2470833,989a21d9-beb7-462e-879c-9cbaa72af8ea,310072850,51530904,LENGRE LEDENDE TIGER AS,,dde7c462-2542-4630-a485-432bd2846f6a,,tilgangspakke_delegering_ressurs
11837194727,27865956-b36d-493a-b592-3d8a3e679907,50745735,1291715,97f6d981-d943-4889-adc2-874fb959ee3b,313958817,51646748,FINTFØLENDE SNAKKESALIG TIGER AS,,235287c0-6a1d-494c-bf67-535f845df516,,tilgangspakke_delegering_ressurs
17867197192,29b69b15-715b-460e-84a7-6d4b3e9a23ce,50934560,1437647,af69bd48-ad6a-4f2f-967f-246d40b45271,314154754,51662077,UNDERFUNDIG STOR KATT MÅLSETTING,,63fc39c5-f9f4-4b7e-9137-a0e01ebb3e2a,,tilgangspakke_delegering_ressurs
01884199375,ad4fcf33-5a79-4da1-a13a-9807c48a8276,50604810,1449454,034f5acd-2087-4ce9-b8f2-833554516970,212597392,51482262,MOTVILLIG KUNST KATT DOKTOR,,879e493d-bca9-4191-bc74-af66304c4b62,,tilgangspakke_delegering_ressurs
24815699307,e413b163-49a0-4b37-949b-5c681d7cbf19,51223285,170492,86bc40f0-d4f9-48db-aaed-b26a476f3fbe,312440644,51776180,SANNSYNLIG HÅNDLAGET TIGER AS,,e799f4c0-e153-4c7b-9748-63135b3f01b3,,tilgangspakke_delegering_ressurs
13867396122,582558e4-cda3-4280-ac41-02e20785fdc3,50874889,1845210,ad82a444-c2b8-458e-b23a-a3a85e9dd960,312460688,51499080,KONKURRANSEDYKTIG MARITIM KATT PAPEGØYE,,63c1d7d8-93c2-4063-abef-3758e1e38c09,,tilgangspakke_delegering_ressurs
31905797177,546df05f-2a4f-4619-ad28-83e6413aeeaf,50602971,1828768,94a3c307-478f-48b4-be13-05c8e2372867,312672359,51792354,SPENNENDE EMPIRISK TIGER AS,,479bfba5-64c5-49d7-b5f3-a4c23db98320,,tilgangspakke_delegering_ressurs
13909598553,0e99f7ab-33fb-4806-b453-2c6ec1aa1ce3,50757133,1521183,f5e635ae-fd9b-468d-b9bb-3fffde339702,312749769,51797756,NY GRETTEN TIGER AS,,8517c180-fc88-4e31-9475-227a61fabf1b,,tilgangspakke_delegering_ressurs
02865097592,e0b33167-db30-4205-bc8a-c185c5dc47dc,50623199,2449210,bd63025b-7814-4cc9-bae4-9499dd6f55c7,310630799,51580600,SMISKENDE HEVNGJERRIG MINK ANS,,e744f0da-3c73-49d8-a921-6316403c21ee,,tilgangspakke_delegering_ressurs
07846998882,2ee4d268-593b-41d6-bffa-6c5f1dca5251,51204044,1663930,5eceae7d-c8d1-4596-9151-25963bfcc361,310184802,51540969,EKSAKT ORIGINAL TIGER AS,,0b632a55-88e6-4e2a-b2ce-e726403097e0,,tilgangspakke_delegering_ressurs
30835099144,9a32834b-386c-4c5f-8936-7cc1fc24394b,51188659,2138245,e2138526-87cb-4057-b825-8ac9e7a64d9a,313043908,51818279,GLOVARM VÅKEN KATT FERIE,,59d3c8a6-2185-4c09-8fca-2c73c4c8f98d,,tilgangspakke_delegering_ressurs
14919398893,bdfa86e7-7118-4172-9d5b-8dbf18f148c0,50860103,1443635,63cbb53d-ad3b-4273-a9dd-d3d09c468047,312290154,51759271,PÅPASSELIG MOMENTAN TIGER AS,,5af14b66-c831-4197-8df4-02daefd3b377,,tilgangspakke_delegering_ressurs
14873349353,1836dcf8-ff67-4f7e-af95-030fa973c90e,50748143,1563553,b42f149c-d41d-4bc4-8b1c-46887c0fea59,312928531,51810193,POMPØS OPPRETTHOLDENDE KATT SPESIALIST,,390bb50a-1076-4665-bf83-ddd1950fc38d,,tilgangspakke_delegering_ressurs
18915297346,bf5188ce-5b49-4099-b3ce-936f5d1e74cf,50908774,1428912,33172f33-e13b-4d00-bc0f-830994e22998,314140990,51894171,ELEGANT USANNFERDIG TIGER AS,,26f03422-d44e-46be-83f0-d70718304ca1,,tilgangspakke_delegering_ressurs
12925397928,2318c4a5-a60f-49c1-8b4d-d94e2d31d681,50611035,1611585,1effde9e-ab08-4b9c-8c2f-38ed5389e487,311155814,51626904,SPESIFIKK AKSELERERENDE TIGER AS,,c0320cd9-ba56-43ae-8a4e-106dbca92cfb,,tilgangspakke_delegering_ressurs
31817197321,c1338c54-1e7f-4afc-9961-caf53143ac1c,50994982,1428244,ca225192-bc56-4eb1-87f1-49da621da7e3,310806358,51596060,USIKKER NORMAL SKILPADDE A/L,,85dfc083-338b-4ba4-8702-daefc0f3201a,,tilgangspakke_delegering_ressurs
04867199387,76a82ffd-de1b-4003-a3a3-de859bee2280,51398564,1980708,020ab656-6846-4791-ab11-518deae79d19,310755109,51591550,OMKOMMEN SORGLØS TIGER AS,,bd7d6e68-bb25-4214-9f65-8fd1cf5efe93,,tilgangspakke_delegering_ressurs
14837196230,623ad125-6328-43b3-851c-5aa352e2c24f,50910038,1889888,a048a57d-16c7-4540-85bc-d06c36fc2523,311754920,51702565,TILFELDIG ØKOLOGISK TIGER AS,,e2f1c8d4-ce1c-493d-936c-852325f81cea,,tilgangspakke_delegering_ressurs
17875198505,992eebae-04cf-48c5-9aab-0b6b79f1222d,51446256,2133713,f0a2994f-7f55-4800-8396-aa681e0c0fe5,210244042,51451762,FANTASILØS VAKKER TIGER AS,,7f36007f-f113-40fa-8594-5d1675500894,,tilgangspakke_delegering_ressurs
