ssn,partyUuid
21837599668,3851189d-54ab-401f-a1da-54e3e2664a37
15830949515,8fb04e1f-d986-4ea4-b33f-c8c2c2db9e8c
06865197479,c80137e3-14b3-4f16-9e5b-48662df201ae
06880597734,e8fd43c8-0dbd-4a44-a090-d6789461a16f
26857797301,4c6a61d3-3283-4022-8d45-061401b09f33
28926597398,cc2d5c17-8597-4276-9a6b-42d93a87bce9
06929197117,37ceabc5-b1d5-43fe-9122-918acba25b71
08900749326,6ce40d23-0d53-4dfc-ac8a-8ab89d225e78
18883149358,292a0900-943f-42fe-b45e-e6963cf847f8
01888498628,918de07f-13b2-4bc8-875c-e1670d38f050
31856898930,c8d10efe-209b-4712-934a-9bdee10510ca
28924299047,5cd2ecee-ce76-491f-9d3d-7fc24962a304
02899497549,23a7b5e8-6c3f-42d1-a73e-00f10b0aa499
09825698032,6aeede4d-daca-4c95-bf4e-bcb03928e8e2
18840099578,bea812b4-687d-4b6d-90f3-ab6b00ce30ba
30903949887,6ce0dc6e-5d6e-4df0-bef2-02a3426fea3c
26845397472,7bcdeea1-c428-4e99-8732-abc4e358949e
29885296716,7bc95cae-025e-4736-8175-fade122d3d77
29925396301,c725503a-3be2-4860-ac3e-f80aafe527fc
24875097098,6fb27b4f-c847-4a56-90fd-be36fe53c15f
18839199380,69a5f9e2-bc86-4961-869d-4fbeae3edaed
05836595612,9da5d2f6-2e91-4641-9d17-2adf2633a430
25864099443,b87d2b64-3d1f-4ded-8cb9-7d253c0b3baa
03858599511,d5887d8b-367e-41fa-abb7-f066df37ef0a
26846799728,27589854-2120-4c2a-a173-f0c865c51398
02844597498,7a13e17b-b977-4d9f-9608-55e305096551
19880249595,6f392fa6-0a88-4fd5-a068-e4c09ec45eb4
03899897985,4a79c564-d20f-4a57-8d30-3dfa710c5117
22927195236,f0bfef7a-ca79-4a21-a979-7d934ac4512f
12918495841,56e9481b-adb0-4f06-b283-e31131456a89
10907195045,baf356d0-01d3-4e49-81ea-31677f846bc4
25821749401,7f2cad92-fb05-4cef-a88c-e9b6086ca6db
21879897626,6351615d-5f40-4c5a-bbf3-f62d5473a156
12823849158,011f50e7-0258-47c1-9dfb-38e3262f1292
08885595570,23a7a134-ca21-49a1-b9dc-3adbb9aa7271
17816097274,f2f68739-fd45-4b3e-921b-96fc1cbb726d
01901748698,133ed0a8-204e-40e1-bfaa-045d7954e79f
23914298016,c7e82d4f-a1a4-4f5e-bd75-4d539cf1ff19
13887496395,d74b4e81-d476-454d-999b-8ed07f71048b
25830448546,573b8552-accd-4f0d-aa6a-8a5c56fac7a2
03829398310,744a4365-c075-459e-8706-8a528c66cf76
25823846412,7189c2ff-ea29-45b8-8e6d-960922e63ea9
03853148376,e62db7a8-bae9-407e-b134-3cb046ae49dc
02889798648,c6381461-cfcd-4b42-9fa3-6e65e4a0120d
24886198325,b31f96e7-6db7-4964-9f3d-73ce17ac1e59
03874698201,1372d3ee-23cf-40f6-a3c3-5656037d9c51
06833249108,5674e944-1aaf-4155-87c1-ebf187357875
20845398675,879be157-619f-4aa5-929e-b90509bcfb46
27867897432,f004bb19-b58f-4406-a00a-9df66614ef54
27879898949,2e428a5d-74ef-49e1-99ff-67d8db69c287
09927697596,da821501-9fb0-4380-9f2e-94dc11c14d05
15830349771,572cdf6e-4ec4-4943-9fd0-b738ed935b48
02909899985,cfa18e51-1b5d-4cc9-80b1-04aa232a3506
25821249417,ce705a4c-75ca-4ab6-af3f-34ac5829a929
27896197962,d76b16ed-5487-4153-a99f-fc00bde81f0e
08885398686,74d55362-7f95-45df-9271-edc2d955ce20
15897199014,41a64800-59b7-46a8-bb75-810b98f958c4
09849497704,d3c13d74-9edc-4565-9878-b4e670b90e31
30901749708,41c18e7b-256a-43e6-9665-b3cd54c05251
12869097576,0f94a223-6000-4e9f-8667-31c07275ace3
13905797950,f3798d46-2250-49d1-887a-da2a4d696c95
23922149666,3da25818-07c2-466a-b046-dc1cc9f8cb3b
11906197148,efe63a0d-e360-4aef-8ea5-5d6e48259b88
02818798094,52331ef6-9252-4086-8160-321b6be7a153
08925699501,f382557b-e8a3-40df-afd7-ab7284513b79
22877798562,1a7b2a64-6d05-4be2-9371-1a8ae4d66b84
23818797443,c42c1734-9aff-48f5-9c81-91d94432eb26
05836997869,a0804d20-81f0-4fe7-adc7-0780ff45d122
31904699643,3fe97447-4f3f-4cac-9a51-36e36ff3cde1
09920549060,0a942a7d-fba9-4763-a9c6-dd81b83fb197
06836698124,84d50655-73e7-4f06-ac19-468989f76cea
17922748500,aac8c7b3-030b-4e5e-afe2-eb9e564a2d53
22881949990,bdee8795-5abd-42e6-9537-c4ce1a65ab89
06879699981,54b4aaed-7035-4e17-a3ee-254f0f499d44
10870949761,6e550c43-d755-4b74-b146-324fb04bc50f
