pid,partyUuid,orgUuid,orgNo,lastName
03874998779,e83381e6-957e-439f-89b7-d255f5539549,89e1696a-5eb7-4930-a558-93590dd689ba,313490114,HANDELSMANN
20855496756,f57d9354-8e08-4fbd-902b-6cc38811c1e6,a92201e4-a66f-474d-801f-e689592392d5,313071103,BÆR
06859697729,c1decb63-e2ba-4451-a8d7-7308bf87c494,c7673c39-f95f-4195-9dd6-857dd4db950c,313594343,MERR
05907397183,1f468c76-60cb-41e2-a1b9-65c0f65ec69c,75281645-00b6-4b5d-9623-9ca90d445096,314061276,TALLTEGN
23917996954,814510d0-487f-4d03-a7dc-a56b1121724c,59af486f-0586-41ac-bee2-85000a4bcc7e,313269744,MATTE
31887396429,2e51c5f4-bdc2-4456-9b6f-05ea8988079e,307b7a7e-f83e-4330-8456-45b84c4b56ce,314009606,DESSERT
06815597735,0ab06722-f5c7-41ec-958a-3535b354e6d1,7bff430d-216d-4526-9fad-2ad8452d4061,210143572,TRANE
30898497727,a39ed679-3580-4850-afed-cafd51dd7c1e,368d3e69-2a45-4e2c-bee7-4d586acf220f,310091812,SVOGER
22822749937,e0b82ae1-0605-4058-9a59-0b5cded863be,8fa950a4-6a0f-4851-ac36-767c34fc3606,313014614,KORG
20836398956,b27df55d-cdb4-4480-9c68-c330d0fcb8a4,baed4d05-01e1-45c7-a6f2-a7a9be1f1194,314254619,KANT
