orgNo,partyId,orgUuid,orgType,role,userId,userPartyUuid,userPid
313490114,51849191,a477a841-3465-4010-bc0b-a906d3a1cee5,AS,dagligleder,1444359,a3266d03-3599-45b2-9c07-e777c423e0f8,03874998779
310678961,51584855,fc67bbd0-a86c-459c-bc1f-bcd0d7765a43,AS,dagligleder,2339775,c7e28cf1-a939-475a-a84a-b0542aec48b7,20866198560
213842412,51494171,d4926cb4-ff37-44d2-88a8-e76a176d8bda,AS,dagligleder,2420110,da1e83b5-1bf7-4eda-8298-f51fa96f7bb5,16836697573
313491013,51633862,63f98979-bbda-43ed-ad56-93174a6dc91d,AS,dagligleder,1931831,6bb0d028-9343-47fe-a4f1-124f19baea14,06886799584
213178512,51487858,a021831f-2916-49d6-ac33-34ae8c7a0028,AS,dagligleder,1426537,12108b14-bea0-44dc-99ce-28d4885d95fb,07848997379
311008358,51613878,690e9ff7-c0f5-464d-a076-7e89429b02a4,AS,dagligleder,1906897,660a7ec1-0909-451e-8251-71c0ffda9e37,22817497180
310200093,51542337,cea00651-b8ea-46a2-88ab-93c8776f7a64,AS,dagligleder,1756694,43f2bd8f-df07-4bf6-b579-f81d25aec5cf,20894199378
312800012,51801265,626ce350-ed8a-4bfa-b444-d209bb311b6f,AS,dagligleder,2475184,e68f5f88-f9a4-4ca3-a174-9d4edd9789a8,16888774266
311051148,51617667,2d79f093-b61a-402f-a7ce-f607fcb6f6df,AS,dagligleder,1872848,5e5397f7-20f0-43f3-a203-68244b32c9ca,06876599390
312668181,51639730,2fb265a5-e86b-4f03-b6f5-5e5aac0c7ef3,AS,dagligleder,341205,2bf645da-b3f5-44bf-8aee-5eaac7d913ed,14927796385
310735388,51589802,8e6bfbd3-ddab-4166-871b-ef80eccce5d1,AS,dagligleder,1287185,6b03dec1-8ea1-4691-8a9e-a5a07f1325ea,17847798335
312795078,51800938,c3061c1f-3435-4cd7-9d94-d7e2952c1f30,AS,dagligleder,1249768,ebf6b8c5-0e44-46c5-875f-76d777c0000d,31900199999
311185934,51629552,d07434dd-e569-4f6c-9e1b-466428620392,AS,dagligleder,1418869,d078bcf8-b98e-4c9b-b351-7abb0c40c35b,29887097796
313185079,51828149,5535a0f5-fbeb-47bd-b276-b5aa5226b505,AS,dagligleder,2098752,91436cfd-9903-4362-b683-629e18e81fde,16877198794
314194861,51897883,e3519639-d864-458e-946d-954099b6cf60,AS,dagligleder,1740625,405d8160-9be9-4a58-a4ed-5db73e8b6538,19867594925
312993163,51814723,b9abfae9-37aa-43ae-afe1-d2b31a027e9b,AS,dagligleder,1722473,3c3d665c-eab2-42af-a7b0-6c298a344880,06842647728
314036484,51733594,4c665a06-c1e2-464f-b964-0ef49a9704ef,AS,dagligleder,1448596,c31fae05-2c66-4c8e-9379-279875a84c9e,14899499760
312435276,51671621,0e2a1e61-9989-4eb7-a05b-38723d0ecc06,AS,dagligleder,2419980,da17ab41-c7ff-48c8-b030-404a4a3cb9c5,14896397592
310999776,51613106,ea443912-9380-4516-8e04-809a5e542c7b,AS,dagligleder,2165492,a06aecde-52a3-445d-9e5d-35c456181ef0,27908898090
311178652,51628913,58df3e55-72c1-425e-ba31-8987a472a601,AS,dagligleder,2343311,c8b54cf6-5ce8-4bcc-babb-b20fa48a70dd,05856996540
313345416,51839229,7a4bab32-66fb-43d3-b5ad-8d77eb342922,ENK,innehaver,2417756,d992bed6-c920-4dc8-b6a7-eb9c5d4214b6,24867296626
313490475,51849222,e71feeb1-47f0-46bb-9012-5641ca3c0721,ENK,innehaver,2172578,a20526a5-47b7-4f15-aeab-da94ef3b18c8,18849899569
312660091,51791507,bdbff99b-2115-4c59-8832-bdfdcae0315e,ENK,innehaver,2240833,b16f6ea7-002c-4a8a-b7e8-88be24d8830c,16846799676
314153421,51895036,02d5c281-c880-4199-bdd0-0d5cd7b871b6,ENK,innehaver,2558052,f9511f71-3eb8-4d7d-be1e-74c74ba5eb26,25919497001
213764292,51493426,d891f943-929a-4b1b-89bd-a5bec6dbfcc9,ENK,innehaver,1569739,199c4e7d-9cef-4098-bcc8-0a19acfd57c7,23855099756
313219682,51830551,b799c45c-19ad-469d-bd18-0918f8526ca1,ENK,innehaver,2098710,91403fe4-aff5-45cf-a5aa-28d7e4cf8fbe,30887297858
310191841,51541599,a24be5ef-b3a3-44bf-bf9c-77ad50e6e17c,ENK,innehaver,2430083,dc619c43-01ca-4d15-91d4-ae7dfef2a408,21847796380
313179060,51468121,d1026cc3-467c-45cc-a324-9c0cfa5f9703,ENK,innehaver,2362400,cd05434d-3a82-43e0-beda-ea660d9f0059,20909199418
312638940,51790041,b6855634-8f6f-452e-b34a-cf3235d08373,ENK,innehaver,2405798,d6d8443b-03d5-45c8-a335-59e27309490c,19887299768
312549611,51783741,ed786b3d-5449-4155-8c72-1f93ec03e7b2,ENK,innehaver,2139228,9a6b0d5b-9240-4d03-9bda-6b97ec828e1d,25829099171
310617776,51579456,b45816d1-f3cc-4352-9c99-13836258cf9f,ENK,innehaver,1741842,40a3ee20-7107-45e1-b284-557858053893,27877298553
312157829,51749739,54695e62-cc4b-4228-b17e-82e28c93fd77,ENK,innehaver,1949776,6fc3955b-c8d6-4c98-af8c-46cff9cfa12b,15818997806
210306552,51452483,4b95c5df-196b-467b-a762-8d9fc982b169,ENK,innehaver,1898736,64353364-0e26-4915-9ab2-5ef9f8c449e3,30868998292
313780651,51719109,cbceec10-5d03-4e84-91d1-3d419fba5c39,ENK,innehaver,1415797,0dcbfde8-4e54-4d63-bb60-87e55c9b8d0b,02887096735
312496372,51679603,95887b53-c173-47a4-a3bb-5e1ebc629d90,ENK,innehaver,1422212,8da12333-40b7-4e99-84f9-3c7d344431bd,14849297334
310179248,51540462,815dc542-ab99-47b3-8a5f-be71ea8c2a7c,ENK,innehaver,1943955,6e751273-5339-4b92-9884-b24c0a547a58,24866098596
210687602,51456730,5e8ec2bc-0504-4e3b-afce-1be4b91264bb,ENK,innehaver,1881394,60460126-0e22-415d-8e25-dfa3d35c690a,06926498817
312442205,51721586,19030da8-2894-4108-a9fe-a0844bc51da3,ENK,innehaver,1983069,772ed119-fe43-43cb-834e-cea5f9cbcacc,22817797052
313515745,51850988,14d79f18-d167-4b2e-9d5e-754ecbccfabc,ENK,innehaver,1831928,5523d93f-2696-4c59-b238-4506080e1e7f,26927299991
310191280,51541550,ea2766d4-e3b5-40f5-87a6-d581b4de31d1,ENK,innehaver,2135786,99a72a26-0bce-4474-b33e-6233f3f5280e,12877197792
