orgNo,partyId,ssn,userId,userPartyId,orgUuid,partyUuid,lastName
310316792,61930786,16858999735,4543685,61930793,93271a74-6f81-4526-9c06-717fafd5cbf6,d2f61254-302f-45d3-88ca-3e1fbafd29c8,ordbok
310316806,61930792,21835699975,4551666,61849788,1546c74a-0280-484b-9a02-1ac90076b92e,97b874ff-7d6d-4ada-9b4f-8c6abf3d5b9e,fan
310316822,61930795,07834299784,4539946,61930798,d988fb49-cfba-42ce-be51-52d61dac8465,05cff53f-8ee1-46da-a97a-cd9bafbc9453,gress
310316911,61930809,01847198334,4555318,61909782,89695547-203f-496f-b3b9-36fbb892b5c3,388f53b5-b256-4483-a2b4-b7b272e65dfe,rygg
310316997,61930835,28919298385,4504167,61930837,fad15c9a-922a-41d5-9ba0-4d5a4a28bc79,9bcb0aaa-24c4-41b3-962b-47a387f1c653,sau
310317098,61930861,13846496135,4532745,61930865,979eeea7-cb0b-4b0a-b480-fb5ce358f9aa,c026e423-cef6-4425-afd7-654261b83f6e,dagsmarsj
310317365,61930937,05818698757,4547878,61930944,fc0ba1fd-94d7-4282-8f22-33976d5ead83,5388795e-b83b-49db-becd-05dfd950f149,nettleser
310317624,61930991,20883548192,4558970,61930998,d000e1ed-a4fa-4736-ae71-30b2324b4045,7f1a2c57-d3f2-491e-a735-0cb82a7a5dc6,hengekøye
310317667,61931008,09878097197,4547783,61931011,ac478fa1-1de6-45fa-a127-1dfb9d348647,8c2d5108-b89a-4f6f-bba4-e9964d7fd48f,avslutningsfest
310317675,61931009,19868297533,4556164,61931014,3ef635f3-a52d-46b7-8a9e-766a1cb6fb95,bcfca61d-af46-4cc2-974c-d4fb82492114,forsikring
310317969,61931073,18866399812,4538599,61931081,354dd1c4-8c45-4268-a6cc-6b11134e9b76,51b420f0-1784-4f01-b10a-4536e990926d,allianse
310317993,61931076,13845498037,4532712,61931087,13adf854-946e-46fc-b82c-1418e6cd0719,d4e2e0e8-1911-4a2b-a46e-446b2230bbab,alkove
310318035,61931098,21867998737,4555446,61931110,5a97e972-5c15-41d8-b9df-4918488a2c10,d60e366f-a6d4-4251-8a5e-a2a6f89ac8d3,alv
310318051,61931105,17907097927,4503543,61931111,10552806-15d4-4ab2-9275-617a9e05d5da,99dd3690-7c11-401a-9837-cae58a2b9ecb,scene
310318329,61931178,11845996395,4559592,61737636,8e6b611f-7352-47ab-be14-029eb8fdf713,efdad01f-7390-4589-b529-6be7e87f0720,mygg
310318361,61931186,26868599560,4505153,61931195,42cfd398-7cfe-4485-ba23-46d5abb62cd9,c65d9ba4-e1d4-427d-af5c-2fcd5d31eb38,dagsmarsj
310318442,61931214,27815199915,4502342,61931221,ee825be8-9378-4e42-893e-a91a3681f19a,dd657183-2642-4a9a-ba60-4dc8895f96c3,snøball
310318493,61762661,06927199333,4547810,61931229,c09fad5d-a1e8-47fa-b985-41fed64a8414,7984f9c7-6d80-4a01-90a7-15a9e6f86e11,filmomtale
310318523,61931230,18857199142,4505237,61931233,c1df1369-2cda-4673-923e-932ad519f54b,cc46e0d6-2931-4143-93a8-988287e7e266,aveny
310318655,61931257,16817798911,4547519,61931263,b040cb9a-cc56-4ac5-b4ca-e8082f71f48f,eb2aa5c0-0dda-47b2-b896-ff5b9256a30d,kalkulator
310318701,61931266,03915495744,4555923,61931274,8023ee00-c72e-4964-a1c6-5ce0192547f6,491e4f24-e65d-4f61-b309-fa317ae2967e,bakterie
310318736,61931273,13873449920,4562693,61931277,b56bad74-5179-4161-a6cf-d9bee9bed1d5,f6a342fb-8fc6-412b-9331-bcf08bc409b8,delstat
310318809,61931294,23815697790,4549830,61721920,18c065cc-2f7a-4c0e-9024-7b6c797111dc,684b208a-bed1-46c1-9a7c-1e6e774340fc,sykkel
310319104,61823603,11906599718,4529792,61931398,1cc5f199-0ac6-42f0-aba1-c9962127aa20,eb671234-3805-4eaa-b376-f8a1f06f6716,hjulvisp
310319112,61931397,03875999914,4549524,61931403,19342048-7919-49f1-9ba7-fab3c1788dcf,e9dba1b4-abd9-46c4-afe8-2099b51202da,karosseri
310319163,61931411,23904499366,4543718,61931417,d3592079-e349-42dd-a897-359167d4acd3,29c8fa0d-4691-483d-8bf7-925c396a551d,ambassadesekretær
310319201,61931418,01906897950,4570574,61931420,c83d0537-95ce-4e50-9156-bee47bb6e133,aecb39b0-130a-4c9c-9d44-4c090b522f20,badeand
310319260,61931427,11869499198,4546694,61731717,c7f11fa4-f5ff-4699-9acc-331ed07ccb1f,1576b538-588a-4a2d-80db-f7d374dd0e69,svigerdatter
310319317,61931443,13883148902,4553710,61931448,359c15c3-17c0-4d23-a13b-7bc07124383a,70a9c827-22f6-489f-bde9-7b721a60322e,sysvort
310319384,61931456,07817399880,4505848,61931462,b894fbae-158d-4051-92f6-e07fb40615b4,95171a7a-3030-410b-b1bc-ffd5e2ea93a2,pappa
310319562,61931504,25865599385,4542251,61931510,1a80fd5c-6ef1-4c0e-8374-23ef932d40a4,7992f74c-0d48-427c-bd10-4adce64bb776,bord
310319643,61931527,11825895762,4553156,61773379,527f758e-2bc0-4efa-8253-4ee720d23770,585e0996-25ee-46a9-8aed-b2932323b373,allergi
310319716,61931554,20839199016,4559924,61931559,f2af072b-d7c9-47a5-b653-8a01a90808e4,ed0bd0d3-e8f1-4890-ade7-7c05e7266922,årstid
310319759,61931566,15859998779,4502883,61931570,a4a6de43-6fa8-4e5d-a801-1ab5fe86b23f,0ecb19ce-b5be-45ba-aaf5-3283b13a1168,fart
310319783,61931573,14917898902,4535706,61931578,ef9b1877-abd4-436e-b03b-190a988aca97,6649a08e-c4c1-463d-9c1f-2d622a2c3410,undulat
310319791,61931576,02902749953,4557220,61931585,b1bc8c43-31df-4875-86a7-eb3f83f72dd0,5dca6e66-523e-4b6f-91dd-73f04c4640e5,fan
310319856,61836569,01866898908,4553351,61931594,e50b0897-7d90-4f79-92b6-62af24456569,69f36e7c-aadd-4902-ac0f-c55ecc7b11dc,algoritme
310319899,61931600,28876698619,4546293,61931603,4af82189-e428-4468-a6a2-9b8f89cf702f,85d08f72-76b8-412b-9abd-c2506c47163f,honning
310319953,61931612,07837598928,4550788,61805739,da6b9504-b7cd-40c4-b72b-0d350ae021fc,adacb185-18db-4d04-b276-870bfd49964b,kamel
310320048,61838542,12929298622,4532139,61931635,71b9beab-fba8-4ccf-9f74-b6a91faac770,283728bc-671e-4529-b868-b4a39e4406e0,lefse
310320072,61931634,01926398306,4542521,61931641,29d82009-cd6d-4f93-8cc8-42f5ae51ddf7,4563e41c-9826-4dc2-9893-5d22a2d82187,pyjamas
310320099,61931644,12818799363,4568431,61931650,181784d3-bc18-4f35-af70-8f556e4a4d2e,3654ba53-2af0-4629-82b1-4c3764f9af14,system
310320137,61931657,22847797103,4540231,61931660,3e4cbd65-5acd-410e-8ea6-14d4958b6e7a,dfa55620-3d39-4611-8e98-cba51348b1dc,fluktstol
310320234,61931678,26825097510,4538752,61707040,328e1001-4de5-41c2-ae36-4a28b5777f61,864b8133-18f2-45fe-8f0c-1fd3d0ddf01e,episode
310320250,61830831,11855197474,4546253,61931684,8aa4db2d-f509-4e70-9a5f-625e78995ee5,6e7d9fb0-0307-4ba6-b8bc-affd22cc2149,baby
310320498,61931746,29896199194,4503200,61931772,d5eda388-badf-44f1-8c76-bae2eae92a9a,356bf738-2336-45a5-ae80-b86d11d0335d,bever
310320536,61931775,22927698963,4541089,61931779,040f20d5-3fc7-4c8e-9d64-ab48dabd488b,4ef521f0-6eec-4fa0-a20e-234a5dd271d9,delegasjon
310320587,61931801,12878299904,4537568,61931806,08219d28-8984-43d6-b574-c54e0aa5f073,4c93125f-47af-4640-b7e6-e0ae6c665a21,forsikring
310320617,61931807,03904996938,4569180,61931811,1d1278ec-3512-4a36-b12c-9e386557a077,de2a9dbe-4924-46b5-bece-f77c7aae6cba,bevilling
310320641,61931813,11875998961,4529281,61931823,62a762d4-72b6-40db-9db6-03e90bde4bfa,d9233e32-928d-4215-a91a-761f1ffee891,alder
310320730,61931837,05826996570,4516619,61767199,2d34ee46-fad9-432f-9009-ae13f1860130,aa5869e1-86b0-4240-9c3f-13813fc6c1c7,avgrunn
310320862,61931873,15865798048,4565468,61931881,8145c88f-6c39-4179-b791-195ba4522da6,dc7bd0a2-8835-4c19-8221-7f9f493776a2,avokado
310320900,61931885,07878297584,4560985,61931890,1b6dd76f-b2db-4dea-a88b-53dcee490573,a13f9df8-e9a4-49d1-9833-13ef9eb42f95,blåveis
310320978,61829924,26917198844,4505091,61931910,4ec63135-50f4-445f-8c1b-ba8b5337c315,c7dd8c1b-9873-48e0-80f4-3f85b955ea74,dagbok
310321052,61931925,03886599373,4541326,61931929,d1ca6d18-fe84-4f60-b24e-032efd99489c,1c6bb781-8b89-4a78-b8b2-0e56c28e546d,ungdom
310321109,61931940,04876496769,4546803,61931946,f8f58440-d613-4708-b103-cf729ee3cb03,35c2bbb7-2a2f-405b-94d5-3d77e267cca7,reke
310321214,61745324,11928299610,4566321,61931964,899f6fa5-e9c6-4285-9e26-ae402f008ab4,a26bfd86-1fe0-4782-9734-09f24d1a27bc,familie
310321222,61931962,07817699752,4520394,61931968,744f886c-6e54-478b-b3cc-a618b6f5aa8a,8a7b1aa1-24d8-4b8e-b8eb-03aeae5deb75,timeplan
310321273,61931978,12885499528,4531432,61931986,1ea735da-36cc-438e-a51f-b62f8f119699,7abc21c4-f659-4cde-93ae-8523f997fed9,kabin
310321338,61931993,24926799475,4557134,61931998,ef4fe4d3-3542-4f6f-91df-ef2d133b143b,b65d1bb1-6de5-4587-ac46-7a43c93b4779,pianist
310321451,61932025,25897397369,4563148,61932030,9dfa5a01-bd90-4b67-a721-fffb65897836,f101c8b2-69dc-4246-90f1-ce5595eeb90e,adressat
310321478,61932028,14916798106,4535670,61932036,06d4c3bf-bfcd-4b04-9210-08430efc8f3c,cf2b8c8b-e721-4e0b-8763-fec6959be719,kaiman
310321540,61932050,13896996937,4547329,61932054,8fac27ff-2650-4b3b-99a6-8501b54cb8d2,2e4ae2b4-a368-4d25-888f-c4608bd04d97,forventning
310321621,61932077,19854298758,4502992,61932080,0bccace9-8214-4644-aa1a-bbc67b9ab0c2,5004d362-8ffa-4e93-94d2-044bca6874f8,fossekall
310321656,61932081,17919699213,4502526,61932089,a934dd8a-2e22-409c-9e64-29271ec52a95,6b6573ec-c9bc-4256-ba5f-2bc43fb68420,fisk
310321761,61932117,13826097218,4537484,61932121,fba6cc07-2352-425c-8f93-c3a4ffa479ff,7214b0d1-95ef-4993-a118-624f7b87c5a0,konferanse
310321834,61932129,11877797769,4557886,61932131,dbf63adf-e3bc-422f-b013-1a4993ec1dab,6afcdc8f-27a8-413a-8d72-fc97fed5d21f,etat
310321923,61932151,04856093668,4566967,61932160,229c5e19-646f-484d-b6ac-a05e4c2a8fad,2c9e0867-7a8a-4987-a06c-fd0436b53612,bjørnebær
310322229,61932236,05914499544,4550522,61932240,61f3214c-dd01-4200-abd1-95966720a1fd,9c455979-e3d6-4462-b05c-1e9be10b801f,pioner
310322296,61932245,05868696887,4502277,61932248,edb797ad-3bcd-4f53-98d3-a36712db608b,940dfb13-a2b0-44e3-8e63-36f8f1ff83c5,robåt
310322350,61932257,25878398524,4560122,61932259,928a8044-ca88-4baf-b4b1-33b75fdbf020,fd72afc6-a837-4ad6-a004-a962bf852a44,karies
310322369,61932258,24925998504,4542462,61932263,d9d07f96-2df0-4727-a49d-92939073994d,0d9f4c0c-9c6a-4221-99db-1c98757d4c5f,admiral
