orgNo,partyId,orgUuid,userId,userPartyUuid,ssn,orgType
313490114,51511563,199c6c69-04da-406d-8c01-9ece3dcb63bb,20630816,86e5d8dd-5103-4350-9f98-5c9184237b38,03874998779,AS
312939053,51109314,1936a51d-54d0-473c-aa89-4d6eeca64694,20203911,28ec31b9-b0d8-47ad-adee-0dfc2677f9f6,24856398710,revisor
314241118,51109365,214828c1-0e94-43ae-a983-e5034fb3f35a,20764508,ae35f167-0325-4735-9e9f-4ec9a5af783e,14896895304,regnskapsforer
310678961,51246211,97eeac99-1d0d-4706-8710-9321a5893749,21115855,f4261e08-8aad-45ec-9b85-19d6f7cc94c1,20866198560,AS
312705672,51112474,f049053a-b14f-4cc2-9a6b-241983644f50,20778713,afcbefb6-d1ad-40a3-bce4-e3635d91a52b,03826995709,revisor
314244680,51112759,e43c720e-4192-47e5-8cad-b0ca45a0a941,20622128,90ef603b-53b0-41cb-aa27-1b0b5df81d52,15895897164,regnskapsforer
314265939,51145378,387b7eb1-7e73-4a8b-b4f8-bd9fb488ca75,21022011,df3a2b18-e2d2-4fee-9124-caeefeb2bd08,13845994514,forretningsforer
213842412,51155054,ba6e4eca-54de-4d9d-ad36-5c7bcb9d02d7,20045514,059e07fd-35e2-472d-98c6-3c8359479a3e,16836697573,AS
310495670,51109343,5677aa5b-d712-43bd-8717-6ab443084b54,21049881,e56acc5a-7269-46f6-99aa-9fdfc12c29c3,13886499404,revisor
314248449,51113044,51e17635-0830-40f3-86cb-01068a20f367,20855954,ba3a9168-86bb-433e-9f36-ed2b464e52d5,17836499077,regnskapsforer
314305582,51117443,fe97923d-bac5-448c-a5f8-6f699b9b4dc4,20917993,c81da6f1-0142-46a8-a73b-bfa062a02db8,05814899731,forretningsforer
313491013,51295537,79fc6bb3-138f-445c-9e0c-249f0a7cc3b3,21056977,e6ff0a53-ebab-4a78-a0fe-57e9e0364d2e,06886799584,AS
313588270,51109259,0cbf4d1e-43ac-4c6e-9b6d-8fcc7868bf6c,20504866,6c01e549-c8f9-4dd8-8510-eb2582e04288,23812849735,revisor
314241452,51112973,05b0e9f8-23c3-40b1-bdb1-89b54a46710d,20310013,409618e4-7ba3-4ab7-9426-a9b3a3b06ec9,01849998338,regnskapsforer
310343439,51110282,33388bce-8fb3-4f0d-bc40-d8c502a445f7,20157497,1e88438f-4ef8-4aaa-8e1e-0141529bbb9e,27849297746,forretningsforer
213178512,51148691,b6fa6c0e-1edc-49b6-afe9-e54f0682f11c,20983049,d68ee28c-f461-4e15-b7af-c8b8a843f5e3,07848997379,AS
314249739,51158306,5a9bb196-d221-41fb-aea0-a1acbb45f3e9,20607449,845eeb81-d4f0-4721-b411-ce5e8f024b43,01846099855,revisor
311186558,51110276,9c7b7df0-2caa-401f-8f21-17924543a860,20360393,4bf2ed50-4dc2-4863-bada-9876b153cc72,24896097691,regnskapsforer
312925613,51142334,f6c5fa6d-f9f4-449c-b195-a07148122d57,20524603,70638e0f-7709-4fea-8036-d3ca20b6daf3,08896599349,forretningsforer
311008358,51275430,a22de71e-29a4-432e-9e7c-610e4cb5113e,21165369,ff3832c5-6249-4e40-bdaf-b7d35e039ccd,22817497180,AS
311136852,51109299,a3df7972-9f0f-477d-84c7-c27fffe134c1,20808419,a82d00bf-b357-48a1-8494-9cff687d5727,11925996949,revisor
314239415,51109485,a3d0233d-aca1-447c-8655-696a17a3f027,20227171,2e19f4d5-7083-4971-804e-b2392a13f1e2,02915597141,regnskapsforer
