pid,partyUuid,orgUuid,orgNo,lastName
24855497162,b01ae818-4005-41cb-a9c1-e7deefbe4814,586ee65a-091d-4358-9178-3f78a2cce6ca,311715666,FORMIDDAG
16906598748,c5ad6db9-e8b0-4f23-add6-77ac98fa50ff,4cf98f00-d1a7-4b19-9279-662dc98d4188,312801795,FORELDER
24899197263,c3977de2-de34-4fb9-83a9-5d739ed89fbc,51d43e44-db06-4558-a269-f62541fec135,310071420,AVSLUTNINGSFEST
05915599593,fb2d59f0-c9fe-4f92-aebe-46e48fbd92ad,7f3d98e3-9490-4472-b00a-cf4a646706bd,210657312,NIESE
25867599412,8553bf06-734f-4e77-a55d-2ee7627b0b68,b9efb792-379d-4868-b094-2977cd0c4d3e,312931486,PREST
29926498957,e25bc709-6efc-439d-a420-542cbf1783ab,6d92f7e1-eaf0-4f89-9f47-c555a70ebfd0,210491112,LOGARITME
04839599094,18b266a8-c483-4047-98d3-02a97ae29c57,d0c1b098-d01d-4322-9c41-9eaadb4d12cc,310071897,TUNNEL
30858498046,01198274-d469-4d9d-b410-a2ffbd3250f0,f0b72f4e-ac9b-42f2-abe1-46548ee171d0,314180127,FJORD
10916596974,ab42ac09-b8c1-4a8c-9a69-a1a999bc56b4,03303da3-6cf7-436f-a78b-f73cee6faa3d,311172565,BJELKE
03854697438,40605786-9a32-499b-a1e7-250b2b06a7fb,b6fd88d7-8406-417d-90cf-d8b8e5c40002,311055984,DUBLETT
22896796341,ca4dad0b-13ee-480a-970a-4a43bcac4e92,8882befe-734b-41c9-845d-ed0e451902bd,210744312,GEITHAMS
25868098077,3ecd8d3a-df95-41c6-8675-66ca5035c53a,c26499f6-e0dc-44a0-9230-f8694a48a4c5,310421049,KAROSSERI
31855894133,8b25a564-5b4e-4507-935f-0522f857ed94,abe16f6d-c47c-48a1-8edb-69f2fa75323f,312628996,ORIGINAL
03825396992,e02bcd8f-300a-407e-b546-b7df520cdb6d,01a0dabc-c75f-4e31-a10a-2de0e3881482,312205599,PRAT
29925697905,7b812f3a-050a-4814-b6de-b28c622e63ce,7a53c65f-1755-4040-9f58-9505e354b64b,314047761,INGENIØR
