pid,partyUuid,orgUuid,orgNo,lastName
24855497162,8454f21b-2068-4912-86ab-c39a17ee5263,08a853fc-0bde-44a7-a2f4-d9824fc02eb0,311715666,FORMIDDAG
16906598748,cfc4e76b-9902-4f07-bfb9-9945262ed9a8,3de246f6-8808-407d-b6f5-7b49fbe95e4c,312801795,FORELDER
24899197263,8b014159-c388-4904-b22e-04e7475b39a7,f1a215a7-047d-4b82-8abf-65ff034fc466,310071420,AVSLUTNINGSFEST
05915599593,142c36ec-53d6-4389-9f93-2d1968a8939d,eb5625b6-5930-4237-953a-07618cf3fe82,210657312,NIESE
25867599412,ea9a2b9b-b9d4-43d0-9be7-01b36c7ea23a,ae385b80-88f1-4652-b64f-93e1323d4673,312931486,PREST
29926498957,864d0209-eae6-487a-a3df-641cb2e179ae,406e6a6a-1d51-4c3e-8d7b-323cfc637433,210491112,LOGARITME
04839599094,4afb732c-91dc-4514-9b33-67aa651d6528,2ce472d9-8a4c-4beb-843f-82a85913e381,310071897,TUNNEL
30858498046,f968b2ba-51bc-490b-a3fb-0741d1fec9ca,2df9eb72-5cad-4a65-a24f-d3d957220249,314180127,FJORD
10916596974,ac159734-7129-4a21-840a-4d167c10af7f,73ee4cee-61fa-4e60-bab3-e826e8aa64bd,311172565,BJELKE
03854697438,0cef7c1e-6929-4774-9822-0c5c12ef5271,caefed02-70fd-4ec1-a4f9-a5df68802426,311055984,DUBLETT
22896796341,d9e4c178-bb32-4c91-a834-f4ea41136942,2628f2f3-2c2f-4eac-898d-24d15b128044,210744312,GEITHAMS
25868098077,52c83eb5-f3d4-4acf-b17e-940e36b3d1e6,a96f9623-b662-4c14-9239-b4e82df76fb0,310421049,KAROSSERI
31855894133,c4857d4b-eef4-4f9d-a2dc-42d91c3b8c62,d6d64475-0116-4bf9-8fbe-1203d5b21c17,312628996,ORIGINAL
03825396992,06098a96-04a3-4edc-b282-4959f6ffb622,69bf502a-bc5c-4b8a-98c4-cc233bfa6ac5,312205599,PRAT
29925697905,a6ff9ae0-a6ba-40ce-8e70-b584b71e7b46,d4e63ade-a1ee-4e70-bcb3-c790918a83b2,314047761,INGENIØR
06902848531,b63f1c67-ed6a-4cb4-b646-882ff651bd54,7c012dd5-dee1-402e-be43-5c436b06fbbb,313857883,SKO
08816896577,410a44d9-5e0c-45aa-b6d6-e5974811e907,0078096d-61aa-4631-97d5-f39114924b69,314040406,MUFFINS
22857998948,52839a6b-3b64-437c-a27b-66a815ddad84,325cde23-ff24-45b5-b16e-11257d8f1f95,313628272,LYD
09905896102,e6ed8f27-6687-424a-a990-f94d0e2ea9e1,fbe1fe65-b4e0-4baa-9252-22b699e07afc,212925772,HANDEL
19906897167,9ecd2f4b-d8d7-4fb7-acbb-7953b15f4167,85c283df-57cb-4dcc-b1f5-0dcc05162aad,313876470,FYRSTINNE
23823247737,fb9decf2-54b6-41cf-a18a-3e604b533127,e8abb1bf-a0ee-491b-91d6-b82bd29fb062,310153621,SANDDYNE
18867099383,a97c77af-766f-4409-923d-c6278551e427,c30883f6-a21d-4444-8132-164d5d6dc228,313797724,BRUKTBIL
06893548589,6a9a32f1-74ae-4465-871d-bc3901c6a035,46647b52-79f4-4f8f-a386-befbaf0fe3b5,312399245,ARM
10846097533,854d6807-4e5b-43cc-9ce1-c204abe550a4,4af4f815-4965-475c-b8d3-c91eaed9df43,312526379,AUGUST
07816596909,86cbb8d2-f836-4c32-88e3-cbc40d9fda8b,02b12b47-1117-4fe6-b5d5-1095f552da8a,311715534,GÅS
16858997724,a6ce47ad-0c37-4407-9ba1-1b854b2c04c7,1201d0d0-bd87-4b9d-8d9a-0bf51c05c657,312716097,ALGORITME
08818698098,3cd1bbf2-1283-4da2-8f65-d457fc4e4a4a,48b20e46-7002-4f35-8f97-e19a69809834,313554171,ALUMINIUM
06829297785,02090cb6-1629-405b-b8f0-e52cd9b249d2,ec790437-7138-4048-8cf9-2817d261ca44,313036316,SUM
31923649339,2208409e-5ee9-4911-b06a-dbea11c11787,f805b7f4-ff67-4868-982e-b0f7943366e3,313612651,PLYNDRING
12859498343,5235d930-12bc-4a8f-a975-434f1159c1f5,60833791-9a22-4119-addf-98a3ecd1d6cc,310679054,RESSURS
11885697781,34396d00-590c-44a5-a5d8-56afd733b067,74816e2c-e528-4bdd-adae-96a5ac91bced,313480577,FATTIGDOM
27896297045,f11e157e-3836-4c21-ab03-56f6cd4bf49c,8b62d5bf-6a03-44be-846e-0aa89762fa71,310078719,FOT
04865198103,977122d1-3e3c-4e9c-ad18-43364503a6fa,a62c1c7b-b696-4c67-8679-3937be7f3093,313166546,BALLSKO
30819399634,f8ae0a73-10ff-4659-a7a9-effdd1caf8f3,2be96ace-a075-4885-b1fb-e1b932589773,310653853,BREV
10916998363,cb90ec3a-afbf-4771-a6cb-0105985bcf25,d1da436e-00be-4f65-b862-4f94d4bda8a3,313898350,BLOMSTERPLANTE
19918398174,a50b5030-688a-47b6-88ad-52a27fa1e191,8b421123-37d7-4403-84ee-ae2cf62c9164,312755998,KORNSORT
10905099766,55fceb11-ef4c-41df-bf98-b22bc58821b6,d010ff3a-8a01-4dc9-bc83-1490c1113f47,310727628,FONTENE
17887998337,0215ac8e-a431-4641-baf8-b02222b479f0,2f3dfaf0-a0f0-46d2-b6ba-f44c33a6a89f,312673002,HAUK
22848099388,5745f1ff-2b1a-417b-bb8d-299ca1e68cc1,c559277f-e988-453d-85c6-7e76f7d5ba29,312935228,FANGE
08855697522,a7565fff-422d-47c4-84b2-c89ee29cd83f,35a28128-3eda-4294-bfa8-0ae7a5991ae4,311026895,JOURNAL
08875998944,ac958cd5-9083-435c-b8f5-81c658cd173a,0d0134a8-c800-497d-9970-b452f3effe8c,313917169,KRYPDYR
27846499119,9b1d5f1b-eb92-47d0-a45f-d6e60412a179,132d0f9d-b92d-49eb-becf-c2cd2b84da4a,313666484,SUPPORTER
10857494569,980dbd02-c0ac-484f-a298-b46f2a0ff2f3,0643ae1a-67f1-490f-b452-d9cb3e96cbb7,312993848,HANDELSREISENDE
16855997901,fe4192e0-728a-4bef-ae94-98abe2ea9b34,de827ca0-8808-4c43-a318-2bbb6d5fe2dd,313237605,GÅTE
07816698183,b6ab9f3d-9b4e-4660-82de-dd253b18d2fe,d5f0fe58-6c60-438f-99d5-a6bf282b9bb0,311732366,GELATIN
09869598256,03505f33-0374-4a5b-bd02-569b633dc750,507e0214-ef37-42a0-8666-4019a63b072d,313901998,KUTTE
