pid,partyUuid,orgUuid,orgNo,lastName
24855497162,8b9c5e94-aa1d-4480-a833-610b4ba89d77,5b907eab-786a-48d2-9d5c-adcacf75565c,311715666,FORMIDDAG
16906598748,fe965eaa-6a14-4e81-9552-51709f8638fc,e2f3e883-a28d-45af-932d-1a5a4a9f7823,312801795,FORELDER
24899197263,9eacf855-8c48-4ff6-9659-0882183e9b7e,7b2286e5-a307-4e17-9761-69d2f215f78c,310071420,AVSLUTNINGSFEST
05915599593,1f7ca02a-9da0-4b24-8783-98fc3a8f3f08,95841e59-8661-46cb-ad00-095cf76d9dc0,210657312,NIESE
25867599412,2aca864a-3f85-4cb1-81f2-306c84536035,01aa1b69-5cd7-4bb1-b768-ac6c76323529,312931486,PREST
29926498957,d97c159a-36d6-4600-8c1b-37c885a6d7ea,ee5fa240-b999-423c-92c2-a0c44af170d2,210491112,LOGARITME
04839599094,5a58f591-8b82-454c-b570-cb46173d124c,57154a9e-70a1-453d-86ac-386d5fe24a19,310071897,TUNNEL
30858498046,11d178b3-7bea-4167-889c-b8e30d3d29b2,b1e332ab-8950-4062-b475-9f3a2fc1863b,314180127,FJORD
10916596974,4606b9f5-3995-4541-a4d3-bbf66c829c0c,59a0e3eb-ca89-4137-b5e6-f646018b2df0,311172565,BJELKE
03854697438,6e719933-af10-4312-ac11-1c6dbe39b49e,e63db1c6-273a-48db-8aaf-4871616c08c9,311055984,DUBLETT
22896796341,1a2bb3c1-864c-42fa-adf5-1a0bdeefcc53,b0fbf033-5476-424a-b1b7-dfa4a875a16c,210744312,GEITHAMS
25868098077,914e5f9e-1a26-460c-a94f-7964ffde1578,41a8ad5c-f20a-4bdc-92f8-aa2cf6443a15,310421049,KAROSSERI
31855894133,3b404f75-13ea-469c-9acd-e55321b59151,4585fa9d-95f9-4a8f-840d-19ad429171ca,312628996,ORIGINAL
03825396992,f510547c-c81f-40d1-b242-45430d3a0d55,81509db3-7120-4aa3-aa17-b4f8a6077809,312205599,PRAT
29925697905,e0f63c6f-62a8-4c65-941f-9f5db2abde64,3b161813-93d8-4d31-b58a-e2657224bc58,314047761,INGENIØR
06902848531,5108c757-0a30-4502-8362-b06b2e755662,7b8010fc-f71f-4789-8254-3ec1c5db2da1,313857883,SKO
08816896577,6127e774-f0bd-4e37-b95f-f3fe4c1f189a,7c52919e-a154-468b-bfc7-560f1ee3f1ea,314040406,MUFFINS
22857998948,0ecb447a-1a3d-4aa7-9e75-9239fe0d7378,fea4048d-8c8a-4f57-b989-46fa53a7e1f3,313628272,LYD
