orgNo,orgPartyId,orgPartyUuid,orgType,role,userId,userPartyUuid,userPid
313490114,51511563,199c6c69-04da-406d-8c01-9ece3dcb63bb,AS,dagligleder,20630816,86e5d8dd-5103-4350-9f98-5c9184237b38,03874998779
310678961,51246211,97eeac99-1d0d-4706-8710-9321a5893749,AS,dagligleder,21115855,f4261e08-8aad-45ec-9b85-19d6f7cc94c1,20866198560
213842412,51155054,ba6e4eca-54de-4d9d-ad36-5c7bcb9d02d7,AS,dagligleder,20045514,059e07fd-35e2-472d-98c6-3c8359479a3e,16836697573
313491013,51295537,79fc6bb3-138f-445c-9e0c-249f0a7cc3b3,AS,dagligleder,21056977,e6ff0a53-ebab-4a78-a0fe-57e9e0364d2e,06886799584
213178512,51148691,b6fa6c0e-1edc-49b6-afe9-e54f0682f11c,AS,dagligleder,20983049,d68ee28c-f461-4e15-b7af-c8b8a843f5e3,07848997379
311008358,51275430,a22de71e-29a4-432e-9e7c-610e4cb5113e,AS,dagligleder,21165369,ff3832c5-6249-4e40-bdaf-b7d35e039ccd,22817497180
310200093,51203376,49a38f76-c65a-4972-8de3-bb91ca2ce4a4,AS,dagligleder,20178968,235e5658-c9aa-4a06-9c80-101dfb9d45b3,20894199378
311051148,51279248,a682e86f-7151-4fba-baa8-fbbfaa2cfc27,AS,dagligleder,20092188,10002db8-38ab-43b6-a071-580804a42fa0,06876599390
312668181,51301407,06270e67-1fe1-43dc-bf9b-5740a27563f5,AS,dagligleder,20411155,572dfcaf-2f5b-4bbd-aa89-300855ea87f7,14927796385
310735388,51251194,e9ebabae-2821-4e67-9efc-880855a094a6,AS,dagligleder,20226841,2e064057-7706-47a7-a491-71045bd02b59,17847798335
312795078,51462968,d7fa8b4d-b4a3-4694-b14b-57d4f2f3c6cf,AS,dagligleder,20906063,c5764374-c1a6-49f2-a9aa-d1dec4588d13,31900199999
311185934,51291226,0cf7f45a-a16e-423d-8f6f-1a291b3c59e9,AS,dagligleder,20536233,72f0b10a-aca4-4ec7-be76-676c672d4c5e,29887097796
313185079,51490394,9c48cfd5-eb67-4905-8b3c-0fd6f7d0970f,AS,dagligleder,20885047,c0c7f483-0b7f-42c7-b58e-35a882ea5c01,16877198794
314194861,51560565,8c6879da-1515-4071-b820-cb48fad32fd0,AS,dagligleder,20853566,b9ae8ac6-17d2-493a-aa1d-9f7c706bd4ec,19867594925
312993163,51476872,196d1a50-46c7-4d9d-ab07-6d2541d1d217,AS,dagligleder,20437843,5d1af4b3-f0ad-41be-91aa-253bc2dff294,06842647728
314036484,51395355,7ff2e73a-aad4-4762-b95a-6956037ca392,AS,dagligleder,21078174,ebbedb58-bd99-457c-ad56-c6de93c65827,14899499760
312435276,51333298,71ca7a87-e82d-4361-8688-849596616cdb,AS,dagligleder,20096473,10f4e60b-a590-4593-a8d4-83abe4df8222,14896397592
310999776,51274647,30491dec-bc6c-4d1a-8880-59b195d47ab0,AS,dagligleder,20201425,285f9a8b-41cf-4174-b432-44cf258ee3ed,27908898090
311178652,51290580,4d6d7dc7-91da-4514-9c29-562e30f1e267,AS,dagligleder,21151495,fc1ee0d8-3620-4102-8982-c36620e3b51e,05856996540
210463372,51114938,80f7a370-2308-4133-b18a-9774e7c70620,AS,dagligleder,20087223,0edd1d66-d9bb-4b7f-8ab1-8e589cda009d,49896701729
311710826,51360782,2a7a5de1-11a5-447b-a1fe-ecf48e0f4f94,AS,dagligleder,20039082,0428b3a7-4bd4-48dc-857f-b15548bb44ab,03817098079
313036251,51479905,88222b4a-8c47-4ef4-a9f7-8a3da2efac43,AS,dagligleder,20885943,c0f8fe40-25ec-4a41-a281-ad2eaa1484f0,02858496767
310711071,51249072,a2fd5dea-4454-4438-b8b2-a4b413bcbdcc,AS,dagligleder,20565211,79634cb5-1f10-4a2a-a36f-e1fb1a0c4ffc,09826496875
