ssn,userId,partyUuid
09839196625,4548194,539892d6-29f6-4f70-a120-16ed05bee7d3
20892949779,6713281,7678d82c-f516-4d14-8bae-ff8f82ef4480
18889599223,6969878,84b64d00-792c-414d-bce2-53a3f27877a3
02819598757,5745208,40db56d3-4225-4c43-a036-50716c146c2a
02871949797,9492059,2793b876-3411-490f-a3ea-b2895fc361a1
13854799279,4654120,049b6b71-5e64-4f7c-b724-4f1ed41b13dc
11856996818,6158332,57c10388-f685-453d-bc2a-6ec740cc00bb
04812548129,7808952,b33bfc55-cfad-43a5-a5ce-27c3fc5d008d
13867498820,7672844,abbac838-424a-4185-8978-df3e3cabd2d8
17837197708,4539674,ab2dc715-4437-4abf-97de-5ea10007270e
06824498308,4964262,15bf2cad-a658-496f-9ddc-caa35a1d408a
18818798918,6441698,67690405-84d4-45f7-9d6b-5105fa493032
22825897198,9088117,f9e1dab1-2e8e-4153-ac57-9e8a81c755fd
22889198846,7335220,98fbbc42-6f01-45a4-855e-fa84a8ae0d86
23888897747,4545500,b529da8b-e462-48dd-a0d3-41a7436ac7d4
03819997895,8340261,d0a182ab-0a8d-48f2-8176-4645ccc14f8f
05877797815,9153482,fd7db326-8de2-4055-a623-5445d3f19e96
28858096911,5939764,4b9a79bb-2909-46e7-bcaa-19828785212b
30839198546,4927158,13b4807c-6fd5-44a3-9647-92a263371cb9
06896195385,9228683,0ee212df-427b-4e82-8d07-0e53807aecfc
18848395958,5101622,1d4d9854-438e-41e6-bd66-14793d98d989
17840147525,9703796,87a86e1a-3573-4c80-9cce-e25850e7d1d2
11886296357,4547526,f250a3ac-fac7-4a9b-bccf-232c9960cee5
17859296629,5080614,1c260084-4afa-4301-aaea-73fe710eaf9d
06824698420,4826378,0e241ef2-6977-419a-939f-fc4ed2e3ee81
05927194831,8312407,cf182c8d-8d88-4d9a-947f-ba825b52977e
28894898331,8219561,c9f44391-8ad4-4406-bb24-82fcf76fb883
09918297127,9769348,359fb688-40d5-4763-a201-dd0e92cc0909
30928798077,4561147,ef982077-37a0-445d-ba59-95cc874a7f73
11895798748,7162545,8f66a375-84e2-44cc-b282-f722471d6d6f
06918099512,4759939,0a786919-5c3b-4a80-b119-acfd6d41e469
13855699367,9074680,f9242351-a43f-42fd-8f49-bae47473c060
23889099658,8819464,eb164323-e2ca-40dd-a6c1-cfa1755905f6
16848899139,6059667,5242639b-5972-4bc9-bb08-a3ebcae9515c
03816198738,8864225,ed928f98-89f1-45c3-982a-8150fa276a1b
11894997887,5938351,4b8734df-2d1b-4a86-bebc-f2082fcf5a03
05856897747,4679507,060303a0-f295-4429-8f94-65c438a551d6
30815695905,6963672,845dbc22-6865-4d49-887a-2c415fcf4fd0
20896999533,8299370,ce619a20-efca-4f06-beb3-5da07bc64731
19852349088,9520542,7badf66a-6e60-4274-8ced-ee6db9f4938e
08820848323,5067262,1b686830-b657-456c-aa18-a9feb8a93a7b
13827898400,5155564,204a9273-252c-4a3a-93a9-e58eeff3bc8d
