ssn,partyUuid
09839196625,d3a4d90e-173f-4111-b67f-7d47065c291e
20892949779,9b73a9d9-a8e2-4540-854c-2ae2ece1a4f6
18889599223,b882c904-0b19-437c-a23b-0b353437bad7
02819598757,e80f3ab5-4a58-4134-90f1-37ddd48234e6
02871949797,9ec6b420-adc0-4214-a1ac-f93a00ddacc6
13854799279,7c82286b-5e4c-430f-aba1-176611d1b189
11856996818,0e537572-f475-4498-8f43-5aad6af1685b
04812548129,5536711d-2f12-4a29-a2a5-5726f88a3993
13867498820,0e4dc3f3-6f5f-413e-be8a-1969ea9393fb
17837197708,226a6e63-e2f1-4d12-8c3b-8d1d54db4f29
06824498308,18e13077-a707-4ddc-a478-1421cdf91652
18818798918,c448aabc-4481-42be-822b-e79c8e62aab0
22825897198,bf6f77b5-4732-483b-869f-739cccebde58
22889198846,6d2919d1-fe39-41a6-afa5-ec76076051d8
23888897747,ed7a39c3-7795-4223-8f44-7a0f94003f3a
03819997895,eae72b79-b08e-4db6-8423-6fafdb674790
05877797815,314d498b-6c6f-4083-bf60-4bb67029944d
28858096911,d0fe1be6-db0f-4807-8c11-803f21c84a9e
30839198546,99ba8402-f9b8-410c-9dc1-58db29f57032
06896195385,4aa6b129-71ed-4829-90de-ed55103af166
18848395958,242b0156-6197-4d0f-a01c-dba681b5a75f
17840147525,ffeb1905-6c18-40cf-b603-6044ca235c5b
11886296357,aae2a176-f9c5-4686-a518-22bc81c92851
17859296629,2c689cda-5a72-4752-bfed-511aa006918c
06824698420,47556e43-2572-49de-8cb8-ee80cfa3e3b5
05927194831,243c3195-d69d-4555-af84-5db97bb120f4
28894898331,01959d9b-07a5-4349-b02d-e02f8b5956b9
09918297127,9a78c68e-5595-4b2b-90f3-783314440bc3
30928798077,83b91fe7-1700-47c6-97d1-88c13d278115
11895798748,c21d86cd-613e-4e2d-84b7-d3b8473abc93
06918099512,604843f9-9457-4c50-8b26-8d7137f25143
13855699367,67748182-a8b7-4dd4-8d23-bda2c6a0cd44
23889099658,86433f7c-02c9-4f4e-a3f1-2e4caf5bf223
16848899139,11982f49-f3f9-49c1-a51c-7bc6a37d9c04
03816198738,c46326b9-3a12-4704-b23c-b0efaddc0421
11894997887,0e9fc4d1-3eec-4c59-aaaa-3f58e204dbe8
05856897747,66a26a92-0bfd-4438-9a20-199c5e815a11
30815695905,9b615900-b086-496a-8cad-394ca63d1424
20896999533,d70591a0-7a6d-467b-875b-57f73a3b386a
19852349088,44798a1a-5b7b-4df2-b1b9-d643db28add7
08820848323,6d47568b-7183-4f7b-87ad-7609a3e46f97
13827898400,03051d85-160c-4014-8231-9504176c8df3
16908997046,193241b2-56da-49c9-80cd-8465ddd17afd
01846897891,589c216b-7aa6-4a91-a38c-7ef1a255b4e8
04858999958,538ba6c5-4c08-4dc4-8b64-4bc932b12823
29835799636,c035a9e2-60d6-40a2-8c68-f04354cc2031
16900649065,10c1b5ae-a36e-419a-ae68-947a066e2a76
07834199178,f1e5dc4e-0485-4b8f-8337-3504dc8a84bc
02885198034,145a34e5-03c0-4c1a-a44f-46dd23106f10
01841048845,15bd6df8-213a-4153-8499-cee4d58b769b
03895697183,9994a24e-0c25-44cb-804b-6034a25eb281
