ssn,userId,partyUuid
17821649579,2077659,8c876ceb-93d0-4f22-95db-f7160d6db30b
19861548883,2551394,f7d2d301-5c14-434b-a45f-9d8272e447dc
24856097702,2470178,e575c791-39f2-4ca9-8f45-e4dd87478d10
23904598593,1455460,36b0523d-b9b0-4a69-8048-8f7cd8898c52
24810548971,1472932,03964383-81d0-4fd6-91a3-22b89130fc25
18865896731,2481703,e812292b-22d1-43ba-83c7-9132ff6c67f8
13822649046,1923384,69c29f33-6c35-40a2-bcd1-84621a5aa10a
29856599440,1661613,2e5cb904-42b6-49db-98f0-fceb347c63b8
13870249742,1481878,0597fee9-1f3f-4b41-8058-55c815a05868
16858897703,1865012,5c963fb8-1512-45d2-905e-52ba12c37e7a
13872349639,2137010,99ea9831-a323-473e-8867-b642e4dd2a9a
16869199463,2447941,e06e2df7-8841-4c09-95e5-cd4f21f6c448
06905599966,1501640,0a25ba2b-6a6e-4680-82f8-ae1aa69b45a4
20919397862,1922352,6984797c-9c2f-4700-9f51-330c4521d8b8
09888695858,1435665,0d8a91b5-129f-44b3-a2d5-661392bac32a
02916298415,2041635,845f3072-716f-4d2d-aa89-18be7bddcfee
21815198945,1724388,3cab61ff-4a42-45bc-a4bc-25e184a5e7ff
06866698285,1973304,750141eb-94f1-4910-b2af-848001326f6b
31855497398,2402504,d61c1530-11d1-4bf6-90a1-b899da05ec2b
21847997378,1593059,1eef3bfe-3e77-4f91-8757-480fde2a33f9
05920599704,1806157,4f4df2ce-2524-4509-8f28-39f262ec6fd1
26866299632,1932045,6bbcfb71-5b8a-4fdd-957e-c324d287a798
03867299288,2392642,d3e00f67-c359-448f-bc15-ddf181a58040
11905796927,1753087,432348dc-3de7-4da2-bb22-5f3fef889cdb
19911649767,1881662,605641f6-f438-4fe2-85b1-06fd7f057651
17820147545,2404532,d691d1da-70e6-4ddd-b603-e1621c714ad1
22849298554,1910784,66eaedd4-d959-4bd0-a090-c401f5af2038
08927798361,1275356,dbb4ddc3-a9d8-4603-b4ed-f49cedf87256
24854299375,1991241,7907aea4-fe00-4229-b9e3-fea7b1bf7f2c
18916899552,1574407,1aaa7b9b-8e1d-4296-a785-c5aca5fc63e5
25887297862,1287064,fd293f3a-0000-4615-bd80-fdabd3dc1d50
03827698317,2504149,ed2c62f3-baf6-4867-afb5-3ada1d60dea8
04921848787,1874142,5e9c7ec4-82ea-462c-8441-1edd72502a62
14887298131,1879729,5fe241ce-d9d6-44a7-bad9-64744ed9c388
07888197987,1947700,6f4b2c98-cf47-4da4-8bff-d76f1ebc5ab8
02918899351,1852104,59b2a77d-2fb0-44e2-a419-7129b0ad5afc
29874495512,1647829,2b407e3c-d793-4e3a-88cf-ab9a4307a20e
22887497625,2497163,eb96dc59-4046-49ee-8513-e743e3e44f57
31920198409,1864948,5c92c422-4340-4fd7-8a70-99bc8f7ceb0e
13895599063,1740556,4059ceb2-427a-4fd7-8b5f-69007ee48da7
15816096674,1843391,57bd1a66-9c09-44fa-9b91-ff1d1171c9eb
25843649346,1537008,12350828-6af3-49f7-b138-fd36092c7c9a
13875997712,2505135,ed622551-5398-4463-852b-469ac2b8532a
13885599669,1684807,3399eee7-f4f8-4756-b3a5-33036248d328
03907899291,2290969,bccce720-4564-4680-816f-7af3ebe8ef14
14830898604,1952860,707933cf-3d90-412b-95aa-19e9ecbf0612
18811549920,1529886,109b5eab-b738-4967-9dac-8001b0f9db7b
11843849956,1714283,3a5edb5b-fcaf-4bef-89ad-32758167cd26
12862049576,1576323,1b1d8041-9a70-468c-9fd9-d843f507d64b
03926199640,1676444,31bd3015-f0f6-4d83-adcc-2abb2a54ade1
04864198851,1910565,66de741c-f644-4ee2-bcd2-1c7c28f8a0f9
21870599983,1873790,5e888952-5e76-47ae-b70b-3431a485800a
29910599117,2491923,ea655666-112c-45d5-ad15-c6a62de58b6c
21889598376,1522759,0ef5982d-4782-45b2-aae9-4c79126b456b
12817298042,1943832,6e6e8e1e-86dc-4ab2-bcec-6d1777f6716c
12840099200,2339525,c7d1e5aa-34fa-4733-9e1c-d72e8d10466c
18847298703,1834841,55cfc3d7-b0a0-4b26-b80c-c10daf99066a
06860549156,1796994,4d3164c7-c78a-47e9-bd35-0d30575a6c5e
18885398142,1732736,3e93c85b-65d5-45a9-bde1-b8f23c3f4ad9
20838796460,2674043,02ac17a4-8726-4173-9bc7-5a5b0e859410
26868699824,2207144,a9c71d02-2d56-4adb-90d2-c8a6811207eb
17920097243,1761025,44eff96c-67c0-441e-a240-6e8f643fcb14
16876198766,1644192,2a6f2c6d-598c-4161-a072-ac91cabd9aa6
07925899776,1954683,70dd60fa-a995-4b12-b081-cdb2597f3130
18886695329,153219,6b99bae3-4c0d-4409-98e8-d4d50df81d02
28841149493,1978831,763bef3f-c7ef-4708-95da-3eeb10e7ccef
30902949697,2193240,a698605e-3e46-4805-a946-a2f699b41c0c
05886999668,1774926,48222999-8a05-44d4-93f7-6675895ec400
06859898473,1506562,0b4231e5-6db4-4922-9dc6-19597bc16c1a
11900649594,2217220,ac0e4ba6-7dd7-4b9a-a053-0164de790873
17878699378,1991920,793091bd-37c4-45eb-a0b2-5e5f71407b7b
09870598626,2149027,9cae98f9-9f63-4d78-955d-d615d115b96d
03847395973,2562185,fa3f68bc-b5aa-43d4-8f19-ed595b80ac8c
20813249589,2426091,db7ac886-1cc9-4e8c-b27b-71923e17f43c
22926698692,2338397,c79315f0-a380-4304-8d1d-3995b5066959
15819898526,2074788,8be2c233-cad0-4c6e-883a-c81dea49dc9f
16909799477,2566242,fb29ba42-5003-42ef-b896-08fd5f4d9cdd
05861049312,1507721,0b84dcee-6acd-46a4-b7a2-a72a14a7d0b0
12867099873,2460566,e347dd19-37b8-436f-a3f6-2811c4f1e34c
18858898060,1809461,500da640-1570-4548-b808-0c13217f2348
08865498536,2201227,a86ed750-6ff6-4089-bd68-df6cd094ef01
29886498797,1782923,49fbb938-b0e7-4919-a20a-42c60ae03c1c
05855599858,2535853,f4552ee9-4aba-4e30-a537-ddd6a52998a0
29867296792,1887758,61c0395f-a4fc-41ef-a96c-24ab2bd48836
19909199711,1700308,3728035b-c531-49da-ba6e-9ffa8b743b38
19817098307,1605426,21b67f78-d230-4dae-b433-aac116ebd53c
15820598358,1759969,44b074ea-5fa9-46fe-a351-75ad20926f49
15906797523,1959665,71f82958-3bf7-4627-818c-2870bac36688
06896996973,2452395,e16fe69e-cd66-41c8-ae42-87b0169ed95b
13884995935,1461515,00fa3a18-6efb-46bc-bbd0-70178a966de4
06875899587,2067060,8a26eac5-4fb7-40eb-9d2d-19bc73494077
18825797463,1829582,549be06b-4d22-49a5-9ad4-2fc7c19e58cf
07820249172,2461378,e37844b3-8a38-4404-8f2e-29ebb06fd42b
29864198889,1719175,3b76418d-bdff-4eed-807c-53b36837435b
30924396675,2128130,97ec1c1b-7fe1-426b-b5ad-88d08d922e51
08906696836,1780440,496af52d-63c0-4358-abe2-47148ece804d
26884897741,152237,44d281f3-6213-4462-b347-cdf4eade0c7d
16851349638,2166593,a0ab83cf-f3fe-4e52-8a85-7aee64b01ac5
23835397041,1892883,62e7a52b-570b-4085-a7e7-0a48aa89649f
17853549746,2027937,8142ffe4-d96a-49a7-9fe8-1ed38478d8af
