ssn,userId,partyUuid
17821649579,20766547,a3584560-599c-4590-8603-3f0d652854e0
19861548883,20496494,6a280eb9-13e5-4d09-aa3b-fb28461c7efe
24856097702,20155882,1e2db333-e496-4bfc-8e96-151d9dbcbca8
23904598593,20231792,2f1cef6b-ea3f-4788-8018-3a46d6e353af
24810548971,20999523,da37d0ae-8b05-497f-9205-f74af3c2c2b2
18865896731,20043131,0513ca2e-b607-4f9f-a5dc-ebcdf0596e5e
13822649046,21086857,edb3538e-32fe-44d9-af67-00ebe979752d
29856599440,20520261,6f6e3082-3998-4f92-82eb-bf71f384d045
13870249742,20157698,1e92f962-06d3-4b32-9a94-5d58b9ece526
16858897703,20408229,5687eac9-e84f-4ea3-802b-e19a27aeee2e
13872349639,21110535,f2f884e9-6a66-4986-b3b3-bc9ee220d2bc
16869199463,20968189,d33c8681-b7c3-4563-8177-c3aca7914a2f
06905599966,20457155,616d9e74-308e-4315-9826-676bd1993b1d
20919397862,20738832,a0eddd62-5d02-4ea4-ba98-bab65c3a5d75
09888695858,20950623,cf593a8a-7948-4e43-94a8-9b669838b342
02916298415,21125669,f6619d1d-01c9-4e57-bb1f-7b87c0d0ae53
21815198945,20320481,42ec0b79-a576-4545-8d75-be1e6a2f6e2d
06866698285,20970253,d3b2407d-de6d-445d-90a0-0dcf041125c7
31855497398,20562134,78b53fc7-9c89-490c-8139-08cc8c55de82
21847997378,20961380,d1bb51ec-276c-4fff-8bf7-ce2394b02ed1
05920599704,20900854,c44c0c88-d97b-4dc5-954a-af0721463f38
26866299632,20312932,413e7d81-7fc5-4e99-8842-4b8d9c13cade
03867299288,20722792,9c8f233d-8365-4ea4-8a30-42d0cf4058f5
11905796927,20676185,8c0def73-4386-4c0c-953e-1dff0fa62612
19911649767,21163915,fee4675a-e827-48dd-a232-94125f97f7dd
17820147545,20418213,58c1fbbf-c543-4e34-b4e4-ad5bf9b4191f
22849298554,20284387,3ae04679-1474-4249-9fe5-725115575047
08927798361,20275222,38ddc87a-055d-4a63-8624-f2c17d99da8c
24854299375,21113147,f38c418b-1352-4db6-b27f-7fd3372b3489
18916899552,20613579,84ef05f6-7416-46e6-8c64-3d6e55f9d4fe
25887297862,20748027,a139aebc-0349-45d9-98d2-e61c145961c5
03827698317,20992757,d8b40417-21d4-4bf2-afe5-71b9087c5c24
04921848787,20746490,ac2e0806-29f3-4ed1-aa5b-1e7737421f3c
14887298131,20325695,441c793e-bf2b-4c9a-b220-06a3d2828dcc
07888197987,20705594,82d5c49e-46f3-4d4b-bc18-823d601cf68f
02918899351,20812831,b3773731-ea4f-4278-bcb2-e0220443f00b
29874495512,20163600,1febc5be-b97d-43d6-ba8a-3b3e1cf31065
22887497625,20356667,4b1e7bed-7363-4e2c-a15d-7d1e0d8c333d
31920198409,20170229,2168b950-8ff2-4797-999a-9d4d1feb570b
13895599063,20889930,c1e14e40-4506-42c6-8e45-7f44d59039f8
15816096674,21107805,f258cdad-4513-4a9f-be0d-d40f20cefccc
25843649346,20711495,839f064d-ff87-4607-b759-aa1695036962
13875997712,20263445,3631e44c-94fd-474d-adb7-20d6151392df
13885599669,20911904,c6bf97bd-ba2b-4a6d-b22f-037ac42192b9
03907899291,20684369,97ec4ad4-1a96-4ae2-b2df-96623f731ce3
14830898604,20957227,d0cd6d1d-7bd2-4c5c-847d-61dddab4ba3b
18811549920,20558940,7802a931-7ebc-4376-bca6-69f3c0398934
11843849956,21082050,eca051ab-5e38-441b-b9aa-e3b4d8e5710e
12862049576,20098068,114f7f29-6b20-4815-9f81-58ca9b8139d7
03926199640,20165913,20716d44-b023-4a70-814b-53dc750c1acd
04864198851,20232259,2f375e3a-b1dd-4852-9927-3857157c889e
21870599983,20530114,719969aa-635a-47bf-b982-0c76fb3ff654
29910599117,20535145,72b18beb-5321-40a1-afe8-ceec0f3f024d
21889598376,21072242,ea6b9968-d768-4d7e-91ae-214a3f3b8c4d
12817298042,21062637,e83f21fd-99eb-4ad2-bfa2-998a2696b796
12840099200,20883482,c06e6e51-da93-4879-9c1b-a217191b0941
18847298703,21152716,fc660e19-25d9-47a5-ba06-012c04e29488
06860549156,20566045,79934f8f-e75c-4425-ba77-b28ef1332941
18885398142,21088892,ee2b545d-7a01-4d30-ae71-a51cbe4ff791
20838796460,1000029143,e53093fc-2d47-46bb-845b-0808f2a3f0c8
26868699824,20692242,987f0b63-20e9-48c6-be81-677b243751e8
17920097243,20711162,9a47f6e9-c2e1-41a7-8705-65850d72b4a0
16876198766,20636651,87a4d6d7-edfd-45a3-913e-d868335a954f
07925899776,21149376,fbac5343-1bd3-40d9-92f8-d4120a558122
18886695329,20793816,b18c2d5e-9c30-47d4-8130-4172f0e3c296
28841149493,20840029,b6a8b135-533b-4900-86b0-e1daf72eda72
30902949697,20289996,3c1676ed-69fd-44d5-a1d6-495bf57a07a2
05886999668,20340390,4769a220-cb20-44f8-8cbf-084f42268ba6
06859898473,20267760,37302467-d398-45fd-b236-b275ff6660cf
11900649594,20755900,ad22095e-8a09-4f97-8dd2-68361dc1e751
17878699378,20100276,11cecdfa-4c11-44d5-aef8-041b7f5c28ba
09870598626,20640170,92fb256b-53ce-4716-b24b-baf4776c7cf8
03847395973,20093720,1059727d-4cb1-4421-b31d-6c4d29289323
20813249589,20833179,aad95870-9306-4435-be50-0acd6d0d906c
22926698692,20747688,ac6bfe5e-8c52-46fe-9ea4-d92eb9c4ae3b
15819898526,20699817,99331afc-763e-479d-92b3-b0a7503f7b60
16909799477,20778486,afbec099-ae2d-4768-a066-4fdb8b099ce3
05861049312,20286668,3b5ef333-6788-43df-8d5e-0eeb19edf7ed
12867099873,20311002,40ced45b-6533-42be-aff3-8a2c555c7a05
18858898060,20923454,c94e8178-b409-4d4c-a1d2-5df665512715
08865498536,20892742,c27c36be-8c31-495a-bd9b-3fa2008231f0
29886498797,21152135,fc42a79f-f733-48dd-874a-f41079b66fa9
05855599858,20684812,8cd21f33-40c6-4725-8e9b-38664234696e
29867296792,20340080,475787d2-956a-4105-b8db-3c2ddf2c775a
19909199711,20234426,2fb3bdda-9bf6-4f4a-8d94-569d7d879385
19817098307,20455591,6114be6c-9661-435c-8d25-ead4092f6367
15820598358,21165768,ff4ebba4-04af-4ee9-bb13-f98685e9d386
15906797523,20950155,cf3d5cef-702c-489f-9d77-82822883eb7f
06896996973,20398209,545303fa-3ac9-441f-83eb-04fc3d6456a8
