orgNo,partyId,orgUuid,userId,userPartyUuid,ssn,orgType
312939053,61703242,264a2545-6ca9-45c3-a7ec-13da34712644,9158782,fdca4504-0957-450c-a3e0-dafa86080ded,24856398710,revisor
312705672,61711351,8681ff8c-0022-42db-9e25-b5f2ef1c977c,4547298,fe53d9ed-c8d3-4d38-a462-45b057d07c6d,03826995709,revisor
310495670,61703302,9a7d9661-b069-4897-9c23-8bf062809859,4503170,b5f1e541-9940-4cd5-a0da-c1f9c6348b38,13886499404,revisor
313588270,61703113,5692a74a-9591-49af-9a2a-56bae0bc7e0f,4542910,38cfaceb-1f05-46db-8539-c56f3c328535,23812849735,revisor
314241118,61703339,5c385ca0-b994-47cf-99b8-1472dfecbb6c,4564130,624c64ae-fecc-405e-9a8a-38126cc173d8,14896895304,regnskapsforer
314244680,61712105,387c8402-5265-46ae-a264-7cbde25677df,4546818,63a0fe24-012a-4269-8aac-d697a3ea63a0,15895897164,regnskapsforer
314248449,61712923,b47c84e7-9a63-4c4c-955f-1207aeabd91a,6131662,5645a2f1-4152-41b1-b1f2-0fc8b6edb2ee,17836499077,regnskapsforer
314265939,61777171,609cdcdc-10d5-44ca-a7cf-fa5dbbfacae1,4568690,08576f2e-1453-48d4-a696-2230ef102da2,13845994514,forretningsforer
314305582,61725191,1525c038-de71-4ada-94e9-88cbaad7433f,9001494,f51ed56a-c238-46c7-b562-efc01881e066,05814899731,forretningsforer
310343439,61705649,37fc3542-a5f1-4982-a4e2-10a679b50784,7339299,99369a70-d06c-40db-9483-2c48fb0d9968,27849297746,forretningsforer
