orgNo,partyId,ssn,userId,userPartyUuid,userPartyId,orgUuid,orgType
313490114,51511563,03874998779,20630816,86e5d8dd-5103-4350-9f98-5c9184237b38,50682739,199c6c69-04da-406d-8c01-9ece3dcb63bb,AS
310678961,51246211,20866198560,21115855,f4261e08-8aad-45ec-9b85-19d6f7cc94c1,50727048,97eeac99-1d0d-4706-8710-9321a5893749,AS
213842412,51155054,16836697573,20045514,059e07fd-35e2-472d-98c6-3c8359479a3e,50618342,ba6e4eca-54de-4d9d-ad36-5c7bcb9d02d7,AS
313491013,51295537,06886799584,21056977,e6ff0a53-ebab-4a78-a0fe-57e9e0364d2e,50635601,79fc6bb3-138f-445c-9e0c-249f0a7cc3b3,AS
213178512,51148691,07848997379,20983049,d68ee28c-f461-4e15-b7af-c8b8a843f5e3,50411884,b6fa6c0e-1edc-49b6-afe9-e54f0682f11c,AS
311008358,51275430,22817497180,21165369,ff3832c5-6249-4e40-bdaf-b7d35e039ccd,50504647,a22de71e-29a4-432e-9e7c-610e4cb5113e,AS
310200093,51203376,20894199378,20178968,235e5658-c9aa-4a06-9c80-101dfb9d45b3,50092569,49a38f76-c65a-4972-8de3-bb91ca2ce4a4,AS
311051148,51279248,06876599390,20092188,10002db8-38ab-43b6-a071-580804a42fa0,50673496,a682e86f-7151-4fba-baa8-fbbfaa2cfc27,AS
312668181,51301407,14927796385,20411155,572dfcaf-2f5b-4bbd-aa89-300855ea87f7,50521081,06270e67-1fe1-43dc-bf9b-5740a27563f5,AS
310735388,51251194,17847798335,20226841,2e064057-7706-47a7-a491-71045bd02b59,50301147,e9ebabae-2821-4e67-9efc-880855a094a6,AS
312795078,51462968,31900199999,20906063,c5764374-c1a6-49f2-a9aa-d1dec4588d13,50466240,d7fa8b4d-b4a3-4694-b14b-57d4f2f3c6cf,AS
311185934,51291226,29887097796,20536233,72f0b10a-aca4-4ec7-be76-676c672d4c5e,50291100,0cf7f45a-a16e-423d-8f6f-1a291b3c59e9,AS
313185079,51490394,16877198794,20885047,c0c7f483-0b7f-42c7-b58e-35a882ea5c01,50503131,9c48cfd5-eb67-4905-8b3c-0fd6f7d0970f,AS
314194861,51560565,19867594925,20853566,b9ae8ac6-17d2-493a-aa1d-9f7c706bd4ec,50477290,8c6879da-1515-4071-b820-cb48fad32fd0,AS
312993163,51476872,06842647728,20437843,5d1af4b3-f0ad-41be-91aa-253bc2dff294,50189295,196d1a50-46c7-4d9d-ab07-6d2541d1d217,AS
314036484,51395355,14899499760,21078174,ebbedb58-bd99-457c-ad56-c6de93c65827,50641065,7ff2e73a-aad4-4762-b95a-6956037ca392,AS
312435276,51333298,14896397592,20096473,10f4e60b-a590-4593-a8d4-83abe4df8222,50067735,71ca7a87-e82d-4361-8688-849596616cdb,AS
310999776,51274647,27908898090,20201425,285f9a8b-41cf-4174-b432-44cf258ee3ed,50499609,30491dec-bc6c-4d1a-8880-59b195d47ab0,AS
311178652,51290580,05856996540,21151495,fc1ee0d8-3620-4102-8982-c36620e3b51e,50469936,4d6d7dc7-91da-4514-9c29-562e30f1e267,AS
210463372,51114938,49896701729,20087223,0edd1d66-d9bb-4b7f-8ab1-8e589cda009d,50945965,80f7a370-2308-4133-b18a-9774e7c70620,AS
311710826,51360782,03817098079,20039082,0428b3a7-4bd4-48dc-857f-b15548bb44ab,50601497,2a7a5de1-11a5-447b-a1fe-ecf48e0f4f94,AS
313036251,51479905,02858496767,20885943,c0f8fe40-25ec-4a41-a281-ad2eaa1484f0,50784098,88222b4a-8c47-4ef4-a9f7-8a3da2efac43,AS
310711071,51249072,09826496875,20565211,79634cb5-1f10-4a2a-a36f-e1fb1a0c4ffc,50355771,a2fd5dea-4454-4438-b8b2-a4b413bcbdcc,AS
314215362,51330019,15929899358,20359624,4bc57f1d-e7b7-4a92-a8d1-c1db8d6bf499,50853627,45485a33-6564-47d6-99fb-5253da11030c,AS
312783916,51300197,08898699588,20112730,149b24d0-374a-4007-9006-99e3447eda84,50548574,96aaa00a-20f2-43be-816c-79ae52264939,AS
313804577,51349722,28926699824,20467307,63a6cc45-ed8f-4228-bbed-22120f93c18c,50428128,14c134a6-0303-46ae-953b-0fba9d3ce623,AS
313475670,51305904,12876397372,20693803,98968b9b-bdfe-47e5-84f5-52d21d5f4d5e,50518249,3df2c2a5-489a-4c4a-af01-250329b908b1,AS
313995186,51546723,10827699689,20784178,a557b94c-94ea-46b7-9aa4-b724dc5bd31f,50332434,7d385df4-6f7b-4772-8ddf-e355d39cc834,AS
312622467,51450843,14837295468,20470356,64570a57-1ed1-46b4-9ab5-42778e813ea9,50076525,ab87365b-a4ec-4ac6-ab72-913b190ff564,AS
311138235,51286997,06905798942,21021968,df378811-0295-46f2-b688-5645d794748d,50685970,ce969313-ea45-41a3-8129-e8ec335c85cd,AS
310433640,51224331,11885195948,20803149,a77961e5-2208-41a4-a299-202dc833b835,50547114,966d3573-d61c-452f-ad06-a11da06252a6,AS
313600335,51519264,04925799314,21121076,f554a876-1530-4df3-b43c-d2571b3a3bfa,50639226,6566d12a-490b-47d4-9268-a912703eac83,AS
310477664,51228256,04833049955,20747993,a13729ac-e341-4035-8f1a-fb9e70f83634,50670913,37a5e7aa-be21-49f3-9bd5-fb208d8735e6,AS
312777061,51461702,29849199461,20345146,487c994a-1cd4-4650-bbcf-85d1beabafd6,50579943,16069854-df8f-4f25-a3f0-8be7cbb849ca,AS
313475751,51510585,26899497294,20568410,7a18e43b-db79-4cf4-8ce3-e1b62737ea7c,50376168,5ddc1fb6-11d4-4fd5-b8ae-a71f670bdc5a,AS
313603156,51369959,22857998352,20651606,894ead1d-8b31-4b93-99a4-a8b7e8fe3853,50300950,97463c7d-808e-474d-97e0-a05adf9b7a5d,AS
311125524,51285871,19875996943,20549366,75e775bc-1c66-45e7-bfeb-a7eefe1f8d43,50474328,e9b8020c-2ff3-4c16-b193-b28fe6183df2,AS
312245701,51127538,18825298939,20271365,37fdf8b3-f207-4977-9d61-3dde4425084e,50725931,2fea1704-d8f8-476e-9dd7-378f17f59eff,AS
213981102,51113181,20875599128,21072809,ea8c490b-8856-47ea-a07b-697206dd9a6e,50639332,ad54d97c-ed6e-4d17-a06b-cf1f30c65f3a,AS
313145751,51353934,09824098503,20099214,1191cfe4-e13f-4bb0-9b12-267cc7442bf2,50178528,f38b2ddb-824a-46b6-9a68-e1c727be7ffa,AS
312604620,51449580,26908799339,21030553,e124e837-8a12-461d-aeb7-5fbe4769e2e8,50331635,b331eb0a-8cb0-426d-8638-301f05126c07,AS
312481944,51440906,27826797342,20073701,0bdcaf4a-37c0-4044-bcad-31b674949374,50398665,54ed5626-2f34-476b-a49e-aceaa1de703f,AS
210780602,51118445,17886898207,20292366,3ca0e33f-d018-4d31-b6d8-5c0066980187,50693240,e90c4aeb-273f-486f-988b-90e2b1ac8883,AS
313464806,51304472,05898296379,20256929,34b8a0d9-7b8c-450e-9b0f-cc03344c92e5,50066590,a07bdb07-edb8-43cf-92c1-0781f4442129,AS
314259122,51148323,20908698771,21103690,f1676092-5f74-49c4-bff4-c005280256fa,50345076,9b7616dc-9b58-4a1d-9352-63befe336a9a,AS
313236900,51348040,29819497433,21128868,f7185410-9ef3-4291-b702-c47539649dbb,50407241,6cdca5bc-f050-46eb-ad16-185739fa3987,AS
210802312,51118675,04857498556,20040842,048f99b2-2856-4323-8f18-a3da1203f122,50791470,00ba7d58-d784-410e-954e-7da06f5f10a0,AS
312993872,51476927,09813448979,20068965,0ace69be-a31d-43fc-bad0-dc7e00f70aab,50507153,dce87b02-5695-4eab-a59c-df96fa129fac,AS
312689480,51455514,10837299786,21167284,ffa5e823-acca-46f8-a6c0-031519d28bc2,50649169,8beef2e2-e0be-4eef-83c9-fcde372c72e2,AS
312982056,51476088,18854099732,20220986,2cbee5c5-029d-4b72-9263-01906964f07f,50709205,3b35065e-0c20-4fd8-a824-be17a6ebc77d,AS
311721240,51126841,16896899566,20553634,76d79e52-b951-4a58-9c70-84fef212377c,50665963,785cfebc-511f-44f5-87f5-95f2ec0e4e99,AS
310418498,51222976,28915196340,20946414,ce6ae3b9-6ce4-4a7b-8b74-dce9bfa02801,50229181,cfd4a96e-11c6-4917-9c06-ec648d7985eb,AS
313679551,51178960,26906498374,21027519,e076d1d1-decd-4150-80de-245d6abe9af4,50410422,d2c40063-2cfa-44fb-8103-40dc17760581,AS
313863212,51537523,19815099144,20803599,a793d592-1318-43f1-a2c0-f5c24d97405b,50714243,74ff3f09-db01-4e2f-a66f-93a3fc5d9461,AS
312444585,51438318,10826097715,20337652,46ca342d-8b63-41c0-b6f9-2b7a4c320bcb,50133169,e6c2b5db-4ca1-4491-9054-ba88bfd8d6c6,AS
310824399,51259113,12927296908,20035419,0359e66c-4973-49d3-9906-85e2244b27f3,50258360,103eb4e2-4227-47be-96a4-d44ad54d1c5f,AS
311120581,51285435,26898196843,20292636,3cafbff6-836a-461e-a048-f91a98cca3c6,50331626,473b3f17-533e-4975-a24d-7ae63570c73d,AS
312632624,51451551,27897698345,20203114,28bceb17-56b0-46a0-a5be-b936d36ed110,50469485,828c6300-bbc0-4ffe-9c35-052fa8e7ebac,AS
312497409,51441987,07812648319,21045560,e474535d-f8fe-45dc-9841-ba5eaf93c24c,50835135,fdd9ccda-835f-43fd-ad14-3a08996ebe54,AS
311072838,51281193,14895599507,21066226,e910b606-1d0c-404f-b53e-757fd8602fc9,50669814,d1393fdb-9548-4667-888e-c30b3994d9f8,AS
313745678,51529380,26814795941,20317066,4226b4eb-7feb-4e03-9113-5c58c788ac61,50342487,03d06d62-3969-4725-918c-093da8a252cc,AS
312798433,51463192,01882547953,20053055,0748da15-6fb2-47e9-9e30-5b003d5021bb,50358395,17b5618d-5345-4e40-a702-439b70fca4b0,AS
312584832,51448188,08925199193,20327602,44888d86-9bc7-431b-a100-e3e9eed32aeb,50573547,d53f8745-074f-466e-b9c8-3e6f600c3e93,AS
313484963,51511216,21887397675,20979525,d5c5110a-5b14-4888-83e7-0e12e2f2f8af,50533935,033c0d9e-81da-4869-ba2f-d6ea5dd8cc33,AS
310468045,51227411,19885196724,20715764,83e8fec6-3440-4d45-9fa2-eedd8959882e,50312349,2e254eeb-da40-4ba9-8ebc-d849cfd9b54f,AS
312773724,51461467,24849497185,20057932,085b959a-8b02-42d2-aeb3-dbee95732ffd,50142373,44564078-10c8-4c28-ab93-5f974d18a0a8,AS
314094948,51553638,22855197565,20680820,97887035-4b32-41b9-984c-2b4252b062d0,50890676,07718ecb-bf37-4a8a-ab80-c0eb79944ddb,AS
311780115,51339245,22848398628,20825412,aa1a2c3c-068e-4420-932b-2d48130baf6b,50700031,685046e7-1c25-481d-b3c5-7eff1a6b6239,AS
310823465,51259034,16906399761,20167349,20c51b75-3baa-4fdb-85e6-153877f07a6a,50678076,eef34f0f-1c71-4e58-9661-742f274896fe,AS
310847925,51261184,26857996398,20248770,32e03823-dced-4287-858a-5b6e6276abcd,50315796,d73f4f8a-b4fa-4343-ba0e-f227ff143b67,AS
313755339,51530036,12856099189,20550876,763c12af-1896-4b83-b220-2bdc97307340,50677110,ee8c8dac-d8f2-400f-b09e-676f73ad788f,AS
212507172,51142155,28867396936,20077227,0caa46cb-08bf-4e97-97d6-0716a3164ad7,50526019,f5d902fc-d4fb-4539-8661-901a82eaab21,AS
310210722,51204321,31837796361,20961902,d1d8b446-27ed-41d6-96ac-9a1e42ac3832,50555332,b3f3478e-4de8-4e9f-a5fe-022576758edc,AS
214206072,51158490,12827297168,20232223,2f3568f2-3c4d-4588-88fd-eb4e8fd2598d,50527810,85cdcff8-d047-46ee-a07a-447c97781d4d,AS
312244462,51417805,20876498341,20512248,6da0ff13-cb00-4ec6-8eeb-32234f0c70c4,50284855,1dab4e5b-c9d4-4311-9514-d12514adca57,AS
313762327,51530510,13845895397,20699723,992d786f-b12d-4d49-9d78-b6a03701c2f8,50800904,bb137b0a-0ffe-4810-97d5-948e2bd3f738,AS
310021040,51187163,12856297533,20060918,0906741c-c7c9-4080-acab-103b011a8099,50809473,d0135800-2afc-49c7-bb6c-8c669c769d5c,AS
313665429,51523819,05875697929,20703362,999a4125-358d-4823-a733-cfc5ea5d541c,50338427,6ffc69c2-30a2-445c-897a-594499d6056c,AS
311186892,51291312,28917999572,20254690,3434ed9a-cd0e-49b4-871f-20df22efefe9,50666442,e3b176e6-8593-41f1-9598-930b8af51898,AS
212766992,51137489,19879097358,20870172,bd683e74-f0e2-460a-9916-fca60e614217,50173646,6a9878fe-87fc-4b8a-a515-066b9c159aa5,AS
