pid,orgno,firmPartyUuid,firmSubunitPartyUuid,clientOrgno,clientPartyUuid,clientSubunitPartyUuid,innehaverPartyUuid
13886499404,310495670,436f789a-a10b-4640-8331-89201a67d532,618dc2a6-fa77-4ddf-8a9f-d90c8ca1bcbc,313742407,f1aba403-ec3e-41a5-a7a9-c78bf452e1d3,43300eb8-15a4-48aa-8a4a-08d4816487d3,2fe784f6-633b-442f-b67d-f028be9d18f9
06926697712,212779342,114ffd69-9048-4740-800a-522efb105262,4ee078a6-5b19-4a32-95ad-4d63432f0903,212270792,f26c8a75-63d1-481e-bea6-a58ce5cb2328,e1e475e5-1d72-4d77-b025-63fd41d0f649,effdba77-537b-4e48-acde-23928c317c69
14896895304,314241118,265996d7-34e1-40d8-a304-ca11bd9c4124,2ad55d32-1cdf-4504-8ab6-9c1671398d84,311765140,6bb54f2b-4554-4d8e-945d-03960ab5f317,46a5fa0f-1e56-4998-8e6e-9a9af9b26e8e,f451a903-3562-477c-adeb-61042cd2cd7c
15895897164,314244680,034cc7e8-bb67-40f5-a094-1d971547331b,acfd754f-5d32-4348-8327-f07d89611487,313083659,d2d46668-6105-42f6-8c07-1c2df3daf702,dfd8687a-4b2a-4e2b-aaa0-782990eb3c5f,18e61060-eaaf-4ec1-93dc-44cc5f6701ef
17836499077,314248449,271a26e8-f5b0-491b-ab91-f6d6ddcb25c5,a2e31996-3711-48be-aa41-a6eb648b12fc,210298452,8bad5390-245b-4ad3-9a71-f265f9dbe3ce,0cdb3c33-ed89-4e62-8976-1ea03de89cdf,58bacabf-9052-4133-9033-71259976e293
01849998338,314241452,35681d19-66b9-4223-b5eb-63ad1e8c0c20,597c17e7-d225-4f0a-bc17-743edb273466,312604639,67d951ee-e09a-46dc-97f6-39638779837e,e7755613-9166-40ca-8b39-7e5c429f9c7a,b6554017-621e-4af4-8e34-0234b5b7ec61
24896097691,311186558,f79a18dd-57db-47df-a45b-4b11ef0abcc0,2fc4efdc-9971-4731-a7b4-71f2c95e77c2,310621757,364f91ce-a414-40a3-863f-7d0b8f56cab7,ac68fc5c-29d5-4433-b5a5-819724217f0d,382d5dd2-23de-47e0-a691-b8bfc5a54767
02915597141,314239415,48e28731-bab8-4806-ac36-07a42a7b10dc,27ccfb91-ee67-4123-a15f-b2093f9dbce3,312877058,d875423e-d7ef-4dba-8d6d-54bcb7e8fb00,6cfd3c8f-dcad-4411-aa05-f41b23f355ae,8256b899-d049-41a2-bd8c-1403383d901c
07897497063,313305902,0090e81c-d88c-4ce5-adc4-89791d229b70,380e6ca7-b94b-4ea5-97c4-e444b02e3062,210081542,e88cef58-6b56-4bb8-b81a-149fd7e2f511,618964bd-bbc1-426d-ab47-f20b4589f5f5,f4759461-ed0d-424d-aff1-5a2d096a4fd6
12897096100,313514803,48babff7-ad63-446d-ba19-7ebc10e29ae0,0b804d19-ac0b-4bca-83f0-5122119f135e,313167437,89b193b6-c477-49a8-baf3-4e8c96f489bc,2340c133-ef8b-4708-9914-f3944d4ba3ec,e61043f7-991c-41d9-9800-b6ec9997a418
